  -2.8000000e-01  -3.2422676e-04   8.0906813e-04
  -2.7900000e-01  -4.2646623e-04   1.6945093e-03
  -2.7800000e-01  -4.8106228e-04   1.5029861e-03
  -2.7700000e-01  -3.6743145e-04   7.3633252e-04
  -2.7600000e-01  -4.1648735e-04   1.5658010e-03
  -2.7500000e-01  -5.1296663e-04   1.4545514e-03
  -2.7400000e-01  -1.1633334e-04   5.6115210e-04
  -2.7300000e-01   3.3180213e-04   8.0331766e-04
  -2.7200000e-01   7.9444041e-04   3.8441425e-04
  -2.7100000e-01   5.7247041e-04   1.9421417e-04
  -2.7000000e-01  -6.3823369e-04   9.7806800e-04
  -2.6900000e-01  -9.2467280e-04   1.2512479e-03
  -2.6800000e-01  -1.5918107e-04   1.1813093e-03
  -2.6700000e-01   8.4151854e-04   4.6618764e-04
  -2.6600000e-01   1.1759811e-03   1.1799445e-03
  -2.6500000e-01   5.4853692e-04   1.5823081e-03
  -2.6400000e-01  -6.8705334e-04   3.2661477e-04
  -2.6300000e-01  -1.0552970e-03   9.1648993e-04
  -2.6200000e-01  -2.4876466e-04   1.0899300e-03
  -2.6100000e-01   6.9478829e-04   8.0937585e-04
  -2.6000000e-01   6.8865958e-04   7.5398495e-04
  -2.5900000e-01   3.8700416e-04   4.6795590e-04
  -2.5800000e-01  -2.6408454e-05   6.6053368e-04
  -2.5700000e-01  -1.8914337e-04   9.5402404e-04
  -2.5600000e-01  -5.6519116e-04   6.5496302e-04
  -2.5500000e-01  -3.0977124e-04   3.6462076e-04
  -2.5400000e-01   4.2441616e-04   4.4243547e-04
  -2.5300000e-01   5.4552930e-04   8.7133997e-04
  -2.5200000e-01  -1.1360450e-05   5.9875803e-04
  -2.5100000e-01  -7.0470310e-04   1.8506556e-04
  -2.5000000e-01  -6.4952540e-04   8.7751480e-04
  -2.4900000e-01   2.3199681e-05   9.9666951e-04
  -2.4800000e-01   6.9797820e-04   6.3888029e-04
