   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+00  -1.5274334e+00  -1.4275620e+00  -1.4886814e+00  -1.4696125e+00  -1.6194686e+00  -1.3157517e+00  -1.4827133e+00  -1.4953878e+00  -1.5377707e+00  -1.5014272e+00  -1.4682727e+00  -1.5618532e+00  -1.5661142e+00  -1.5219227e+00  -1.6704473e+00  -1.5267190e+00  -1.5567109e+00  -1.5751413e+00  -1.6055726e+00  -1.5223714e+00  -1.4173037e+00  -1.6472772e+00  -1.5084744e+00  -1.4320549e+00  -1.4968582e+00  -1.4882663e+00  -1.5110731e+00  -1.3424596e+00  -1.3524288e+00  -1.4303295e+00  -1.5905644e+00  -1.4686528e+00  -1.4349773e+00  -1.4918975e+00  -1.4796740e+00  -1.5732548e+00  -1.5258096e+00  -1.4390282e+00  -1.4845021e+00  -1.4955997e+00  -1.5510847e+00  -1.4983875e+00  -1.4403460e+00  -1.4690791e+00  -1.4339699e+00  -1.4943633e+00  -1.3745929e+00  -1.5604738e+00  -1.5892616e+00  -1.4761770e+00
   2.0000000e+00  -1.5485043e+00  -1.6353161e+00  -1.4121467e+00  -1.5744841e+00  -1.5425040e+00  -1.5976715e+00  -1.4133013e+00  -1.5059156e+00  -1.5372534e+00  -1.5918686e+00  -1.5259638e+00  -1.5643820e+00  -1.5961656e+00  -1.4378227e+00  -1.5853700e+00  -1.5149102e+00  -1.5384613e+00  -1.5161167e+00  -1.5925358e+00  -1.6278907e+00  -1.3800024e+00  -1.6001200e+00  -1.5305179e+00  -1.5488607e+00  -1.4900000e+00  -1.6242811e+00  -1.5562348e+00  -1.6841980e+00  -1.6270750e+00  -1.4860473e+00  -1.5013139e+00  -1.5376835e+00  -1.5875481e+00  -1.5229747e+00  -1.5913071e+00  -1.5353279e+00  -1.5394614e+00  -1.5529774e+00  -1.4800433e+00  -1.5681139e+00  -1.5811741e+00  -1.6239231e+00  -1.4846995e+00  -1.5438126e+00  -1.5710573e+00  -1.5387898e+00  -1.5105334e+00  -1.5940177e+00  -1.6069485e+00  -1.4991523e+00
   3.0000000e+00  -1.5435862e+00  -1.5512745e+00  -1.4514573e+00  -1.5227379e+00  -1.5834949e+00  -1.4758976e+00  -1.6016823e+00  -1.4539680e+00  -1.4746694e+00  -1.5504436e+00  -1.5383078e+00  -1.4925843e+00  -1.5041010e+00  -1.5391633e+00  -1.6142511e+00  -1.5808788e+00  -1.4836835e+00  -1.6141310e+00  -1.4883756e+00  -1.5107137e+00  -1.4442142e+00  -1.5168857e+00  -1.5496070e+00  -1.4987243e+00  -1.5284233e+00  -1.5618124e+00  -1.5405568e+00  -1.4943991e+00  -1.5978307e+00  -1.6622966e+00  -1.4823163e+00  -1.4165580e+00  -1.5055898e+00  -1.4308422e+00  -1.5686949e+00  -1.4868107e+00  -1.4973796e+00  -1.5643386e+00  -1.5794096e+00  -1.5413372e+00  -1.4973489e+00  -1.5398432e+00  -1.5460440e+00  -1.5425199e+00  -1.5351404e+00  -1.4509681e+00  -1.5339617e+00  -1.4097884e+00  -1.4716160e+00  -1.4720464e+00
   4.0000000e+00  -1.5317059e+00  -1.5282712e+00  -1.4142652e+00  -1.5131055e+00  -1.4711902e+00  -1.4146872e+00  -1.4070561e+00  -1.4260178e+00  -1.5687171e+00  -1.5173334e+00  -1.5221726e+00  -1.4540900e+00  -1.4423514e+00  -1.4720651e+00  -1.4344158e+00  -1.5224360e+00  -1.4181583e+00  -1.6125608e+00  -1.4631254e+00  -1.5650084e+00  -1.4966566e+00  -1.5484588e+00  -1.4506427e+00  -1.5682556e+00  -1.5297396e+00  -1.5427408e+00  -1.5442081e+00  -1.4758029e+00  -1.3869895e+00  -1.4696956e+00  -1.4918450e+00  -1.5799562e+00  -1.4757316e+00  -1.5083619e+00  -1.5525792e+00  -1.4940593e+00  -1.5520391e+00  -1.5205163e+00  -1.6052439e+00  -1.5405158e+00  -1.6154647e+00  -1.3965908e+00  -1.5621006e+00  -1.5554594e+00  -1.4749145e+00  -1.4771009e+00  -1.3930244e+00  -1.5293510e+00  -1.5330693e+00  -1.5432596e+00
   5.0000000e+00  -1.5430884e+00  -1.4804144e+00  -1.4815226e+00  -1.4604554e+00  -1.5358625e+00  -1.3847605e+00  -1.4574273e+00  -1.4791652e+00  -1.5745159e+00  -1.4188184e+00  -1.4727090e+00  -1.4597929e+00  -1.5127600e+00  -1.5853795e+00  -1.5906793e+00  -1.4931014e+00  -1.4384746e+00  -1.4693234e+00  -1.5867993e+00  -1.5332701e+00  -1.5545734e+00  -1.5346672e+00  -1.4659024e+00  -1.5414432e+00  -1.6597700e+00  -1.5363628e+00  -1.4132072e+00  -1.5233887e+00  -1.6191511e+00  -1.4400843e+00  -1.4754140e+00  -1.5781721e+00  -1.4958899e+00  -1.5009251e+00  -1.3915899e+00  -1.4980855e+00  -1.4613779e+00  -1.5652233e+00  -1.4554607e+00  -1.3826637e+00  -1.3957249e+00  -1.4915446e+00  -1.4537224e+00  -1.5083949e+00  -1.3868296e+00  -1.4884188e+00  -1.4237343e+00  -1.4434835e+00  -1.5573911e+00  -1.6361392e+00
   6.0000000e+00  -1.4497383e+00  -1.3700062e+00  -1.5606641e+00  -1.5068707e+00  -1.4681707e+00  -1.5971048e+00  -1.4866848e+00  -1.6165942e+00  -1.5610681e+00  -1.5281246e+00  -1.4573741e+00  -1.5239692e+00  -1.3813482e+00  -1.5993760e+00  -1.5005497e+00  -1.4878948e+00  -1.6414565e+00  -1.5210110e+00  -1.5421020e+00  -1.5155070e+00  -1.5470806e+00  -1.5881301e+00  -1.5291567e+00  -1.4937649e+00  -1.6805757e+00  -1.6122521e+00  -1.5762666e+00  -1.4608503e+00  -1.3885243e+00  -1.5652811e+00  -1.5001848e+00  -1.5155176e+00  -1.4133568e+00  -1.5390392e+00  -1.5903912e+00  -1.4628572e+00  -1.5377201e+00  -1.4910971e+00  -1.4583933e+00  -1.4197908e+00  -1.5800224e+00  -1.5345413e+00  -1.6159500e+00  -1.5674177e+00  -1.5183384e+00  -1.6220307e+00  -1.5106931e+00  -1.6307591e+00  -1.3572683e+00  -1.5485048e+00
   7.0000000e+00  -1.4951137e+00  -1.6287453e+00  -1.4962531e+00  -1.5068157e+00  -1.4649083e+00  -1.5766050e+00  -1.5157893e+00  -1.5779176e+00  -1.5467472e+00  -1.4438613e+00  -1.5008358e+00  -1.5519584e+00  -1.3675200e+00  -1.6820150e+00  -1.4788230e+00  -1.5892827e+00  -1.5102943e+00  -1.5917480e+00  -1.4481682e+00  -1.4667007e+00  -1.5252003e+00  -1.6010586e+00  -1.5293752e+00  -1.5470827e+00  -1.4768062e+00  -1.5291665e+00  -1.6475777e+00  -1.5968643e+00  -1.4719121e+00  -1.6370098e+00  -1.6084265e+00  -1.5344866e+00  -1.5708114e+00  -1.5134718e+00  -1.5414134e+00  -1.4317776e+00  -1.5584433e+00  -1.5751505e+00  -1.5268834e+00  -1.6173568e+00  -1.3966046e+00  -1.4461962e+00  -1.4469810e+00  -1.4598610e+00  -1.4832305e+00  -1.4978336e+00  -1.5971003e+00  -1.5438647e+00  -1.5198024e+00  -1.5960020e+00
   8.0000000e+00  -1.4410318e+00  -1.6262104e+00  -1.5291640e+00  -1.4896122e+00  -1.5120442e+00  -1.4723236e+00  -1.5135558e+00  -1.4988053e+00  -1.3993816e+00  -1.4099684e+00  -1.5373265e+00  -1.4973889e+00  -1.5972223e+00  -1.3578457e+00  -1.4120181e+00  -1.4449854e+00  -1.5393947e+00  -1.4575690e+00  -1.5516801e+00  -1.4923499e+00  -1.4643045e+00  -1.5143378e+00  -1.4429635e+00  -1.5572061e+00  -1.6138866e+00  -1.4361182e+00  -1.4130391e+00  -1.5285692e+00  -1.5034242e+00  -1.6062234e+00  -1.5286509e+00  -1.5475884e+00  -1.4775392e+00  -1.4680263e+00  -1.5010007e+00  -1.4955653e+00  -1.6288407e+00  -1.4687196e+00  -1.5367512e+00  -1.4852859e+00  -1.5773796e+00  -1.5816787e+00  -1.4547235e+00  -1.6284565e+00  -1.3824168e+00  -1.4171913e+00  -1.5276000e+00  -1.5226774e+00  -1.5627496e+00  -1.5006947e+00
   9.0000000e+00  -1.5031877e+00  -1.5537214e+00  -1.4691896e+00  -1.5707130e+00  -1.5492940e+00  -1.5134857e+00  -1.5257250e+00  -1.5403331e+00  -1.5911602e+00  -1.5121831e+00  -1.5025263e+00  -1.3833775e+00  -1.5471118e+00  -1.5849571e+00  -1.5862237e+00  -1.4714971e+00  -1.6044459e+00  -1.4377940e+00  -1.5009861e+00  -1.5031614e+00  -1.4590720e+00  -1.5585762e+00  -1.6041236e+00  -1.5268255e+00  -1.5649670e+00  -1.5471420e+00  -1.5305031e+00  -1.5058699e+00  -1.4166355e+00  -1.5183188e+00  -1.5280813e+00  -1.4816043e+00  -1.5279720e+00  -1.6024423e+00  -1.5468714e+00  -1.5425427e+00  -1.4776621e+00  -1.6007350e+00  -1.4226002e+00  -1.5230491e+00  -1.6424575e+00  -1.5496166e+00  -1.5775873e+00  -1.4343325e+00  -1.5584261e+00  -1.5513078e+00  -1.5465957e+00  -1.5087989e+00  -1.5558432e+00  -1.5341363e+00
