  -2.8000000e-01  -1.5620128e-01   3.5202570e-02
  -2.7900000e-01  -1.5711732e-01   3.3667128e-02
  -2.7800000e-01  -1.5570492e-01   3.3703708e-02
  -2.7700000e-01  -1.5776235e-01   2.7218705e-02
  -2.7600000e-01  -1.5231181e-01   2.3101731e-02
  -2.7500000e-01  -1.6265265e-01   2.7289076e-02
  -2.7400000e-01  -1.5790242e-01   3.4112787e-02
  -2.7300000e-01  -1.5529958e-01   3.2031267e-02
  -2.7200000e-01  -1.5689503e-01   2.6475415e-02
  -2.7100000e-01  -1.6180583e-01   2.3103665e-02
  -2.7000000e-01  -1.5767689e-01   2.6424949e-02
  -2.6900000e-01  -1.6140192e-01   3.2465618e-02
  -2.6800000e-01  -1.5268472e-01   2.3668395e-02
  -2.6700000e-01  -1.5291365e-01   2.2727506e-02
  -2.6600000e-01  -1.4930756e-01   2.1195952e-02
  -2.6500000e-01  -1.5066749e-01   1.8483773e-02
  -2.6400000e-01  -1.4381242e-01   1.4435383e-02
  -2.6300000e-01  -1.4002350e-01   1.6396440e-02
  -2.6200000e-01  -1.4111778e-01   1.7696749e-02
  -2.6100000e-01  -1.4207654e-01   2.0989399e-02
  -2.6000000e-01  -1.4811392e-01   2.0453605e-02
  -2.5900000e-01  -1.4391471e-01   1.8806439e-02
  -2.5800000e-01  -1.4746087e-01   2.3512814e-02
  -2.5700000e-01  -1.4641031e-01   2.2721098e-02
  -2.5600000e-01  -1.4800396e-01   1.9309905e-02
  -2.5500000e-01  -1.4535975e-01   1.7041988e-02
  -2.5400000e-01  -1.4467353e-01   1.9902829e-02
  -2.5300000e-01  -1.4386752e-01   1.7491603e-02
  -2.5200000e-01  -1.4351367e-01   2.0395796e-02
  -2.5100000e-01  -1.4042295e-01   1.7252875e-02
  -2.5000000e-01  -1.4863185e-01   1.6853267e-02
  -2.4900000e-01  -1.4863939e-01   1.5852270e-02
  -2.4800000e-01  -1.4888856e-01   1.3801295e-02
  -2.4700000e-01  -1.5096626e-01   9.8204392e-03
  -2.4600000e-01  -1.5674175e-01   7.5107125e-03
