   2.7360840e-05   9.2235438e-04  -1.7333242e-01   5.5212914e-02   9.7791030e-01   4.7488202e-02
   8.1958097e-05   1.0139449e-03  -1.7326399e-01   5.5246558e-02   9.7827491e-01   4.8108666e-02
   7.4875522e-05   9.4899326e-04  -1.7315509e-01   5.5538510e-02   9.7752658e-01   4.7990091e-02
  -1.8714944e-05   1.0082879e-03  -1.7399764e-01   5.7356572e-02   9.7891131e-01   4.8343112e-02
  -4.2340488e-05   9.5004833e-04  -1.7310141e-01   5.7705970e-02   9.7881970e-01   4.5973039e-02
  -5.8904992e-05   9.3090278e-04  -1.7108871e-01   5.5630542e-02   9.7850296e-01   4.6626790e-02
  -6.6344344e-05   8.6380733e-04  -1.7168777e-01   5.6880504e-02   9.7923482e-01   4.7061476e-02
   4.2948317e-05   8.4473055e-04  -1.7014183e-01   5.5327889e-02   9.8020344e-01   4.7612028e-02
   9.3970858e-05   8.7913982e-04  -1.7050482e-01   5.6491244e-02   9.8096883e-01   4.7915398e-02
   1.4444532e-04   8.8512119e-04  -1.7056010e-01   5.5369607e-02   9.8036256e-01   4.7239525e-02
   1.3413627e-04   9.4629395e-04  -1.6995507e-01   5.5603594e-02   9.7959750e-01   4.7335201e-02
   6.1340686e-05   9.5092768e-04  -1.6999833e-01   5.5251632e-02   9.7994094e-01   4.7135353e-02
  -1.3402373e-04   9.6309861e-04  -1.6720543e-01   5.4307513e-02   9.8054921e-01   4.5338709e-02
  -1.6667822e-04   8.8967996e-04  -1.6639851e-01   5.4849414e-02   9.8068368e-01   4.5922767e-02
  -2.2291475e-05   9.3343273e-04  -1.6708955e-01   5.3037655e-02   9.8201520e-01   4.4611879e-02
   1.2157943e-04   1.0271380e-03  -1.6619317e-01   5.3265716e-02   9.8311032e-01   4.3453371e-02
   1.3708781e-04   9.4251641e-04  -1.6658002e-01   5.3952080e-02   9.8262709e-01   4.2507766e-02
   5.6844579e-05   9.8785466e-04  -1.6586672e-01   5.3857128e-02   9.8316210e-01   4.2642537e-02
  -2.0137184e-05   1.0738771e-03  -1.6694128e-01   5.3699741e-02   9.8295464e-01   4.3936770e-02
  -5.1421332e-05   1.1377437e-03  -1.6718912e-01   5.2217325e-02   9.8242175e-01   4.2829314e-02
   3.2483870e-05   1.2188914e-03  -1.6656778e-01   5.2048244e-02   9.8331999e-01   4.2171229e-02
   8.4224326e-05   1.0411546e-03  -1.6512395e-01   5.2836617e-02   9.8234473e-01   4.1806676e-02
  -8.8537495e-05   9.8597099e-04  -1.6395094e-01   5.5370558e-02   9.8384392e-01   4.2218460e-02
  -1.1063320e-04   1.1511097e-03  -1.6437333e-01   5.8139377e-02   9.8470125e-01   4.0415426e-02
