   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+00   5.0057799e-02   4.6146605e-02  -2.2380510e-03
   2.0000000e+00  -3.1229800e-02  -3.0592468e-02   6.5449000e-02
   3.0000000e+00   2.2009193e-02   3.9187808e-02   2.1394466e-02
   4.0000000e+00  -9.7241682e-03   2.2010963e-02   1.3154892e-02
   5.0000000e+00  -1.0940227e-03   5.9214372e-02  -4.7507010e-03
   6.0000000e+00   2.2148934e-02   2.5733052e-03  -2.0116621e-02
   7.0000000e+00  -3.8629431e-02   8.6910133e-04  -7.7044238e-02
   8.0000000e+00  -4.1503065e-02  -1.2533947e-02  -1.6154174e-02
   9.0000000e+00  -3.1712600e-03   2.3329950e-02  -3.9489544e-02
   1.0000000e+01   3.2746450e-02   3.6899711e-04  -1.6208346e-02
   1.1000000e+01   1.9972036e-02  -3.3729522e-02   1.8696345e-02
   1.2000000e+01   4.6951462e-03   3.3369150e-02   6.2225159e-02
   1.3000000e+01   4.6668898e-02   1.6825069e-02  -3.6761508e-02
   1.4000000e+01  -9.5622940e-03   1.3964195e-02   6.0287380e-02
   1.5000000e+01  -1.5104030e-02   3.5584618e-02   1.5652643e-02
   1.6000000e+01   1.6560461e-02  -2.6100708e-02   2.7770317e-02
   1.7000000e+01  -6.5160730e-02   2.7491080e-02  -4.1670791e-02
   1.8000000e+01  -3.2872512e-02   4.2744272e-02  -2.7530233e-02
   1.9000000e+01  -1.1163496e-03  -1.6017122e-02   3.0293186e-02
   2.0000000e+01   3.4293896e-03  -6.1680874e-02  -7.2662799e-02
   2.1000000e+01   2.9037378e-02   3.4693541e-02  -3.6303793e-02
   2.2000000e+01   2.1577701e-02  -8.4493862e-03  -3.7198250e-02
   2.3000000e+01   1.6756777e-02  -2.4951769e-02  -2.0007301e-02
   2.4000000e+01   6.0132224e-04  -1.7563454e-02  -5.3644356e-02
   2.5000000e+01   4.7654397e-02   1.3626906e-02   2.6875895e-02
   2.6000000e+01   1.1365003e-03   2.2383535e-02  -3.9697726e-03
   2.7000000e+01   2.7569894e-02  -1.6476924e-02   5.1308589e-03
   2.8000000e+01  -2.6712234e-02  -2.1483498e-02  -3.0326479e-02
   2.9000000e+01   1.0463766e-03  -3.1522265e-02  -4.7161313e-02
   3.0000000e+01  -1.9954087e-02   1.4579598e-02  -5.6730244e-03
   3.1000000e+01   1.3894498e-02  -3.2163105e-02   2.9049021e-03
   3.2000000e+01   1.9867304e-02   1.2237729e-02   1.8292019e-02
   3.3000000e+01   9.5913792e-04  -4.4123844e-02  -8.9519721e-03
   3.4000000e+01   1.6261668e-02  -3.0445460e-02  -1.9294712e-02
   3.5000000e+01  -2.6398702e-02   4.5782335e-02  -5.2994859e-02
   3.6000000e+01  -4.1512019e-02   4.0606614e-02  -3.2171403e-02
   3.7000000e+01   3.8306219e-02  -2.7204386e-03   3.7203748e-02
   3.8000000e+01  -3.3641203e-02   7.8615450e-02   1.2364745e-02
   3.9000000e+01   5.6091822e-02   3.1909056e-02   3.9938862e-05
   4.0000000e+01   3.0582507e-02   1.2188547e-02  -6.6743464e-02
   4.1000000e+01   1.5422655e-02   1.5835561e-02   2.1141354e-03
   4.2000000e+01   9.2883283e-03  -4.0635223e-03   1.7536134e-02
   4.3000000e+01   3.4649835e-02   1.1247748e-02  -9.6206294e-03
   4.4000000e+01   4.0825954e-02   1.5711128e-02  -2.5156681e-02
   4.5000000e+01   3.3379564e-02  -5.3069602e-03  -7.4322694e-02
   4.6000000e+01   1.5241977e-02   4.9205903e-02   2.1486407e-02
   4.7000000e+01  -2.1972012e-02  -2.6945312e-02  -4.4082279e-03
   4.8000000e+01   2.4576754e-02  -1.0947890e-02  -9.9362039e-04
   4.9000000e+01  -3.4315608e-02  -1.9560235e-02   7.4597849e-03
   5.0000000e+01  -9.4201856e-03   5.6306459e-02   4.4865840e-02
   5.1000000e+01  -3.6728011e-02   3.8094065e-02   7.2653074e-03
   5.2000000e+01   6.6817342e-02   7.4960568e-03   3.3243416e-02
   5.3000000e+01   8.7176639e-02  -9.5896602e-03   5.9454164e-02
   5.4000000e+01   3.3485798e-02  -3.1940714e-02  -7.2333788e-03
   5.5000000e+01   1.9521750e-02  -2.7920322e-03  -2.3739876e-03
   5.6000000e+01  -1.9219901e-02   4.3935409e-03  -3.5688291e-02
   5.7000000e+01  -2.2723548e-02  -1.7686407e-02  -1.7620644e-02
   5.8000000e+01   6.3245296e-02  -7.4617102e-02   4.3484602e-02
   5.9000000e+01   3.0290136e-02   1.6410623e-02  -8.3908237e-04
   6.0000000e+01  -3.0178645e-03   3.4849166e-02   7.6312187e-03
   6.1000000e+01  -7.4338236e-02  -1.8784919e-02   6.8078548e-03
   6.2000000e+01  -7.3224677e-02   2.9994127e-03  -5.7070916e-02
   6.3000000e+01  -4.1967535e-02  -3.0909317e-03  -5.0084260e-02
   6.4000000e+01   1.1733545e-02  -4.4470152e-02   2.4713775e-02
   6.5000000e+01   1.4288575e-02   2.8323616e-02  -1.4911838e-03
   6.6000000e+01   9.0608154e-03   2.8727988e-02   3.2796307e-02
   6.7000000e+01  -6.0714286e-02  -1.3712182e-03  -2.7178715e-02
   6.8000000e+01   6.4177088e-04  -4.4250028e-03  -2.0581216e-02
   6.9000000e+01   1.1738898e-02   1.7174066e-02   2.7013650e-03
   7.0000000e+01  -3.1789376e-02   2.3629096e-02   5.1296235e-02
   7.1000000e+01  -1.6122391e-02  -3.3597472e-02  -5.3276048e-02
   7.2000000e+01   1.4274948e-02   6.0365153e-03  -1.6020681e-02
   7.3000000e+01  -5.8956985e-03  -6.9357350e-02  -1.2486205e-02
   7.4000000e+01  -2.5187597e-02   4.1673860e-02  -4.2607946e-02
   7.5000000e+01  -2.8694399e-02  -6.0226623e-02  -1.0781402e-02
