-5.21	35.02	0
-4.09	33.84	-2
11.08	33.27	0
5	33.05	0
-5.55	32.68	0
5.2	32.18	0
2.5	31.67	1
34.07	31.65	0
35.03	31.45	0
28.1	27.1	0
34	26.25	0
10.89	25.76	-1
10.5	25.5	0
26.43	23.22	0
66.5	23.12	0
57.35	23.08	0
-4.02	22.65	1
-3.67	22.57	1
-13.32	21.98	-1
29.17	21.37	0
-0.68	21.22	0
-12.22	20.93	1
27.68	20.92	0
-0.85	20.6	0
6.32	20.47	0
9.01	20.29	0
9.19	20.18	0
26.18	19.27	0
20.31	19.03	-1
17.9	18.9	0
25.33	18.66	0
13.08	18.6	0
26.15	18.17	0
11.3	18.1	1
57.59	18	-1
27.5	17.6	-1
13.13	17.53	1
54.3	17.17	0
27.3	16.97	0
27.63	16.6	1
11.25	16	1
18.02	15.42	-1
32.22	15.42	1
26.35	15.35	0
-0.13	14.65	0
-3.07	14.6	1
16.5	13.73	1
11.67	13.32	0
11.08	13.31	0
10.93	13.3	0
11.02	13.3	0
11.56	13.25	0
11.55	13.22	0
14.57	13.15	0
12	12.83	0
39.48	12.58	2
37.25	12	1
39.71	11.35	1
41.8	11.2	-1
12.13	10.38	0
12.78	20.17	0
38.83	7.98	1
38.67	7.67	2
13.73	7.32	0
13.58	7.25	0
2.43	7.15	0
38.55	7.1	-1
38.1	7.06	1
39.82	6.87	-1
2.6	6.61	0
-1.42	6.5	0
10.32	6.45	0
2.58	6.44	0
2.77	6.43	0
10.23	5.93	-1
10.05	5.85	-1
10.33	5.53	0
23.08	5.08	0
36.78	4.84	0
9.4	4.67	2
10.75	3.8	0
36.06	3.43	-1
10.67	2.67	0
16.93	2.24	0
16.51	2.16	0
36.5	2	0
17.17	1.33	0
29.8	1.28	0
33.33	0.3	0
36.58	0.3	-2
37.51	0.05	0
37.35	-0.15	0
10.47	-0.2	-2
29.58	-0.32	-1
29.58	-0.41	-1
36.35	-0.78	0
37.35	-3.08	-2
37.7	-3.32	-1
29.62	-3.43	0
29.53	-3.45	0
15.35	-3.52	0
29.68	-3.58	0
29.77	-3.7	1
12.8	-3.84	0
29.67	-3.92	0
15.38	-4.07	0
