" 0.6943"	" 0.0711"	" 0.5355"	" 0.1588"
" 0.1302"	" 0.0267"	" 0.5133"	"-0.3831"
" 0.7892"	" 0.0787"	" 0.5394"	" 0.2498"
" 0.7929"	" 0.1301"	" 0.5651"	" 0.2279"
" 0.7109"	" 0.0565"	" 0.5282"	" 0.1826"
" 0.7469"	" 0.1142"	" 0.5571"	" 0.1898"
" 0.7573"	" 0.0927"	" 0.5463"	" 0.2110"
" 0.5397"	" 0.0866"	" 0.5433"	"-0.0036"
" 0.9697"	" 0.3434"	" 0.6717"	" 0.2980"
" 0.6812"	" 0.1111"	" 0.5556"	" 0.1257"
