H_PSE100mean,H_PSE100std,H_PSE120mean,H_PSE120std,H_PSE240mean,H_PSE240std
0.50964,0.89417,1.1476,0.91917,1.3901,0.77461
0.56629,0.94034,1.198,0.94104,1.3604,0.694
0.64438,1.1067,1.2769,1.0054,1.3759,0.71814
0.67708,1.2015,1.2465,1.0024,1.3858,0.7833
0.62817,1.0906,1.1594,0.87192,1.3254,0.69164
0.58962,1.0529,1.1162,0.88013,1.2671,0.70324
0.53381,0.97762,1.0054,0.80656,1.1991,0.86353
0.50942,0.94061,0.96108,0.80664,1.2513,0.76509
0.49621,0.89789,0.90744,0.79658,1.2653,0.74182
0.46713,0.84561,0.91809,0.92371,1.2851,0.72435
0.43051,0.7649,0.90558,0.84034,1.2589,0.6514
0.47325,0.69386,0.92186,0.84005,1.3209,0.5842
0.50308,0.69847,0.92693,0.95256,1.3617,0.55179
0.48277,0.70972,0.91729,1.0369,1.3463,0.50164
0.43873,0.74621,0.9683,1.1537,1.3264,0.45937
0.37686,0.75189,0.96306,1.1468,1.27,0.39879
0.43569,0.84947,0.87889,1.0783,1.2519,0.36486
0.49121,1.0178,0.85399,1.1332,1.2815,0.34756
0.42111,1.0033,0.80915,1.2009,1.3539,0.36389
0.36568,0.96554,0.77257,1.2614,1.4292,0.40643
0.40738,1.1225,0.76056,1.258,1.4761,0.43989
0.27281,0.92562,0.77333,1.2432,1.5037,0.42314
0.2914,0.91844,0.83783,1.2903,1.5414,0.43026
0.37569,0.9032,0.89771,1.3137,1.547,0.5453
0.52253,0.88129,0.90474,1.3926,1.5603,0.57721
0.53363,0.84256,0.97696,1.3753,1.527,0.5844
0.58419,0.80272,1.1556,1.2739,1.561,0.64622
0.71166,0.79677,1.1173,1.136,1.4891,0.6623
0.75166,0.98734,1.0852,1.0621,1.483,0.68385
0.69578,1.0159,1.0882,1.115,1.5653,0.68056
0.67084,1.1099,1.0252,1.0795,1.6039,0.71692
0.67611,1.2741,1.0025,1.0679,1.5966,0.69692
0.5979,1.2725,0.94407,1.0794,1.5782,0.71675
0.5302,1.2546,0.86826,1.0351,1.5691,0.76001
0.49793,1.2322,0.83747,1.0247,1.5863,0.82786
0.52605,1.2724,0.83876,1.0942,1.5873,0.79618
0.53024,1.2395,0.84979,1.0846,1.5198,0.70045
0.47449,1.2706,0.8806,1.0865,1.4736,0.64833
0.38425,1.3259,0.85332,1.0892,1.4253,0.60839
0.2984,1.337,0.84408,1.0721,1.4455,0.58799
0.24914,1.3651,0.85126,0.9896,1.4638,0.65004
0.22706,1.4765,0.88205,0.92391,1.4376,0.64567
0.0612,1.4913,0.89455,0.9287,1.4115,0.76493
0.11171,1.2443,0.95837,0.92345,1.3547,0.73836
0.15187,1.259,1.0442,0.94842,1.3518,0.73215
0.15974,1.1413,1.1036,0.96689,1.3633,0.74134
0.11716,0.98366,1.1626,1.0263,1.3932,0.7213
0.068143,0.98006,1.2136,1.0762,1.415,0.68741
0.087669,1.0026,1.0794,0.92553,1.4021,0.65103
0.10557,0.93314,1.0179,0.94068,1.4086,0.58838
0.10213,0.8712,0.95687,0.92578,1.4311,0.58335
0.1089,0.85246,0.95717,0.92317,1.4207,0.59782
0.028105,0.96623,0.98992,0.90594,1.3628,0.61524
0.054092,0.9287,1.0408,0.92699,1.3548,0.69651
0.15239,0.90419,1.0597,0.94501,1.3069,0.69141
0.19828,0.88735,1.0768,0.96592,1.2725,0.70302
0.24406,0.92594,1.1441,1.0555,1.2604,0.66816
0.30809,1.0022,1.2143,1.1669,1.2768,0.64641
0.38205,1.1138,1.1519,1.1655,1.3056,0.64852
0.45085,1.1861,1.0981,1.1206,1.4066,0.6143
0.51407,1.2073,1.0757,1.0834,1.4532,0.60294
0.48491,1.1333,1.0877,1.1078,1.466,0.56013
0.40461,1.1407,1.1246,1.1027,1.3955,0.56
0.36136,1.1503,1.0211,0.96232,1.4193,0.65621
0.30983,1.3024,1.063,0.93194,1.3851,0.63839
0.43016,1.111,1.0896,0.90468,1.345,0.63438
0.45956,1.1797,1.1134,0.90282,1.3479,0.6334
0.49331,1.2433,1.1613,0.93725,1.3735,0.71559
0.49791,1.1772,1.143,0.95399,1.3613,0.68081
0.52958,1.1531,1.1094,0.9726,1.3537,0.61941
0.52667,1.0304,1.1275,1.027,1.3694,0.62106
0.54947,0.97045,1.0294,0.99063,1.4195,0.6515
0.50228,0.97499,1.0325,1.0581,1.4694,0.73092
0.45385,0.99741,0.98249,0.91531,1.459,0.78515
0.43148,1.071,0.9545,0.90037,1.4882,0.82099
0.36457,1.1012,0.93226,0.91746,1.446,0.77481
0.3263,1.1384,0.93736,0.96755,1.4236,0.72527
0.30456,1.1019,1.0003,0.95151,1.438,0.70855
0.32856,1.0928,1.0429,0.93473,1.478,0.70416
0.36286,1.0401,1.1305,0.89054,1.5441,0.65639
0.45149,1.0766,1.2106,0.85884,1.4872,0.61306
0.48469,0.96723,1.2382,0.84163,1.4716,0.60563
0.50439,0.81194,1.2193,0.7989,1.4709,0.62526
0.63737,0.92895,1.1967,0.79668,1.4792,0.67817
0.58718,0.84817,1.1741,0.76657,1.4419,0.73883
0.56279,0.86958,1.1672,0.74105,1.4423,0.77754
0.57524,0.99915,1.1487,0.71817,1.4193,0.76646
0.53177,0.99472,1.1433,0.71593,1.4255,0.74626
0.59658,1.113,1.1729,0.75141,1.4425,0.69298
0.62914,0.98003,1.2374,0.79632,1.4603,0.67458
0.69161,1.001,1.3854,0.89095,1.4998,0.68705
0.77182,1.1262,1.4388,0.88803,1.5603,0.72033
0.76998,1.071,1.4498,0.87139,1.5939,0.7099
0.84223,1.0397,1.4429,0.84249,1.5542,0.73037
0.89013,1.0235,1.4289,0.85064,1.5618,0.78122
0.88177,1.0273,1.3435,0.71985,1.5566,0.73176
0.90547,1.0263,1.3284,0.61221,1.5701,0.68491
0.96116,1.0285,1.3306,0.63648,1.5594,0.66451
1.0272,1.0353,1.3446,0.66334,1.5575,0.61885
1.0263,1.0049,1.3723,0.69522,1.5217,0.59078
1.0077,0.96878,1.4036,0.70546,1.5286,0.59611
0.99326,0.94934,1.4091,0.66823,1.5369,0.59061
1.0241,1.0231,1.3846,0.63817,1.522,0.60932
0.88253,0.88263,1.3744,0.63437,1.5273,0.60757
0.80193,0.84871,1.3384,0.69628,1.5474,0.61946
0.77274,0.89276,1.2236,0.54915,1.5416,0.60321
0.75559,0.97492,1.164,0.5018,1.5485,0.67056
0.79676,1.051,1.1519,0.53015,1.585,0.74093
0.92611,1.1939,1.1538,0.56493,1.5235,0.73386
0.8726,0.96763,1.1818,0.63204,1.5064,0.70802
0.842,0.87015,1.1308,0.66094,1.5147,0.66192
0.81149,0.83518,1.1504,0.77301,1.49,0.55257
0.78324,0.86831,1.1801,0.68351,1.4735,0.50093
0.67775,0.94211,1.2322,0.66635,1.4429,0.47622
0.55368,0.9631,1.3113,0.59006,1.4102,0.50636
0.5151,0.99957,1.3637,0.52091,1.3408,0.4894
0.49955,1.0797,1.3593,0.51445,1.3371,0.577
0.60055,1.0264,1.3341,0.5128,1.2955,0.63097
0.62723,1.0506,1.405,0.64119,1.251,0.6607
0.72757,1.1012,1.4058,0.63983,1.2448,0.66827
0.79092,1.0724,1.4113,0.60468,1.238,0.64234
0.81046,1.1352,1.5605,0.71147,1.2764,0.59382
0.72328,1.0758,1.4571,0.68479,1.3193,0.53296
0.661,0.97566,1.4523,0.65481,1.3335,0.4767
0.60888,0.92721,1.4497,0.64964,1.3266,0.50212
0.61718,0.9049,1.4873,0.78004,1.3307,0.54038
0.71036,0.86952,1.4191,0.78999,1.2992,0.54741
0.75419,0.94369,1.3361,0.85689,1.2479,0.52699
0.75987,0.96072,1.2756,0.92437,1.2518,0.53669
0.69843,0.90979,1.1959,0.87588,1.2532,0.56384
0.64376,0.89693,1.1576,0.90262,1.2423,0.56977
0.63541,0.99495,1.1047,0.88566,1.2547,0.56008
0.6146,1.0921,1.0947,0.88895,1.2716,0.56395
0.6116,1.2333,1.0444,0.96353,1.2963,0.56719
0.5057,1.395,1.0204,1.0022,1.3206,0.54315
0.43801,1.4519,0.99073,0.99644,1.3526,0.56465
0.22905,1.6915,1.0442,0.98269,1.398,0.6628
0.3139,1.5307,1.1723,0.90194,1.418,0.69109
0.45256,1.2931,1.2103,0.80299,1.4143,0.72549
0.51691,1.2423,1.263,0.82617,1.3691,0.68326
0.56969,1.231,1.3192,0.8406,1.3839,0.61068
0.63672,1.128,1.3846,0.89753,1.3616,0.56605
0.68781,1.1029,1.2775,0.83933,1.3595,0.57758
0.749,1.1747,1.193,0.79977,1.3194,0.58825
0.70129,1.096,1.1517,0.78923,1.319,0.56984
0.66138,1.072,1.1216,0.80492,1.3485,0.54612
0.55355,1.1079,1.1267,0.84837,1.3309,0.5414
0.4836,1.1816,1.2011,0.77372,1.3572,0.55933
0.44445,1.198,1.2107,0.67598,1.3472,0.57327
0.44106,1.2182,1.1919,0.67665,1.2988,0.617
0.34012,1.138,1.2068,0.72826,1.255,0.69623
0.27106,1.0726,1.2338,0.77877,1.2481,0.71168
0.33635,1.1124,1.2256,0.8235,1.2197,0.67983
0.29824,1.1147,1.1642,0.78135,1.1519,0.66072
0.23721,1.0762,1.0133,0.73744,1.1066,0.63592
0.20872,1.1179,0.89723,0.75815,1.1039,0.61832
0.10775,0.9856,0.85218,0.79702,1.1318,0.59927
0.056088,0.94367,0.85468,0.80294,1.1856,0.57568
0.023049,0.99307,0.88698,0.77589,1.2401,0.56539
0.022732,0.99303,0.90246,0.69747,1.2777,0.5618
0.026227,0.95872,0.95574,0.64451,1.3186,0.57206
0.055027,0.94473,0.98555,0.60062,1.3361,0.59726
0.095752,0.98726,1.0013,0.6276,1.3869,0.66968
0.070875,1.02,0.97264,0.60127,1.4041,0.69376
0.16146,1.1493,0.98945,0.72835,1.4053,0.7479
0.20726,1.1683,0.9554,0.79351,1.3556,0.74941
0.11088,1.0908,0.94754,0.8562,1.2899,0.68293
0.16608,1.002,0.92909,0.87614,1.2491,0.67961
0.20612,1.0148,0.99616,1.0297,1.2398,0.65219
0.27199,1.0669,0.90826,0.96257,1.2187,0.6712
0.25337,0.99754,0.7623,0.86236,1.2379,0.68972
0.23805,0.99138,0.78077,0.93435,1.2433,0.65127
0.20849,1.0313,0.72236,0.78758,1.2557,0.61042
0.2256,1.0258,0.74785,0.77597,1.2568,0.60073
0.30062,1.0365,0.65286,0.90237,1.329,0.66494
0.38305,1.13,0.68329,0.9754,1.3395,0.631
0.45006,1.3277,0.78532,0.95625,1.3924,0.71464
0.54544,1.2565,0.8034,0.9249,1.3786,0.67094
0.47931,1.274,0.84701,0.98081,1.3629,0.64954
0.41242,1.1111,0.8287,0.99205,1.3645,0.68237
0.37283,1.1176,0.72338,0.86416,1.3002,0.70429
0.30031,1.1826,0.68051,0.84359,1.3055,0.7301
0.14877,1.2802,0.64001,0.82758,1.2562,0.68588
0.10556,1.2465,0.62465,0.73756,1.2169,0.68294
0.12426,1.1438,0.6362,0.72053,1.1971,0.71059
0.12028,1.0986,0.68193,0.72425,1.1525,0.72013
0.095861,1.1939,0.65054,0.84257,1.1879,0.75456
0.052305,1.4363,0.75257,0.88411,1.2295,0.756
0.060927,1.6633,0.82638,0.95483,1.2902,0.738
0.083345,1.5931,0.83444,0.92217,1.2542,0.72106
-0.037748,1.4207,0.84263,0.80779,1.2673,0.73783
0.0071104,1.174,0.91778,0.76803,1.2438,0.73878
0.05842,1.0982,0.95423,0.70405,1.1717,0.73268
0.089406,1.1055,0.96871,0.71112,1.1159,0.76296
0.072581,1.1456,1.055,0.70073,1.0605,0.83215
0.074364,1.201,1.0608,0.67725,1.0752,0.68331
0.10612,1.2141,1.075,0.64367,1.1165,0.60704
0.20183,1.2081,1.1043,0.64227,1.1657,0.54506
0.37328,1.3566,1.1622,0.73201,1.1767,0.51254
0.39208,1.4292,1.1843,0.82864,1.2353,0.57235
0.41956,1.3656,1.1258,0.81889,1.1958,0.60572
0.37853,1.3475,1.0657,0.76674,1.2056,0.62976
0.27647,1.3245,1.0716,0.76855,1.1917,0.6238
0.1608,1.4356,1.0917,0.813,1.1359,0.56359
0.18979,1.3069,1.0414,0.80055,1.1482,0.55808
0.21947,1.339,1.0458,0.86319,1.1594,0.54737
0.26038,1.1705,0.94946,0.78885,1.0974,0.53034
0.28963,1.1769,0.90659,0.75446,1.0952,0.5358
0.26246,1.091,0.93442,0.87756,1.0565,0.5239
0.38452,0.93934,0.94723,0.94995,1.0456,0.53123
0.42053,0.93581,0.92319,0.83286,1.0455,0.55621
0.36127,0.92932,0.95491,0.78938,1.0707,0.584
0.31923,0.88386,0.92305,0.76159,1.114,0.63095
0.2581,0.88519,0.9711,0.73876,1.141,0.62452
0.21334,0.84118,1.1011,0.81354,1.168,0.63193
0.13877,0.82291,1.2207,0.83794,1.2021,0.64869
0.096435,0.82144,1.2084,0.76256,1.2596,0.65638
0.093179,0.82369,1.1892,0.74143,1.2985,0.65549
0.10744,0.85372,1.2338,0.80187,1.2892,0.61272
0.13354,0.86079,1.2759,0.80235,1.2134,0.58514
0.13775,0.84263,1.2201,0.64335,1.1961,0.56814
0.14315,0.81856,1.1221,0.478,1.1888,0.54002
0.13695,0.82834,1.0815,0.42663,1.1901,0.54781
0.15884,0.84018,1.0609,0.47087,1.2028,0.59005
0.18862,0.87099,1.0397,0.52858,1.2005,0.59128
0.23148,0.89211,1.0219,0.59217,1.2144,0.57258
0.2733,0.92609,0.99995,0.60814,1.2225,0.59792
0.28042,0.99741,0.95233,0.67365,1.257,0.69667
0.23545,1.0178,0.96062,0.76624,1.2366,0.74501
0.2807,1.0646,0.94452,0.72929,1.1337,0.69891
0.30115,1.0761,1.053,0.76878,1.0637,0.67318
0.3091,1.0627,0.93895,0.71411,1.0508,0.64351
0.28895,1.0711,0.94503,0.7124,1.0961,0.60704
0.25816,1.1181,0.93843,0.70904,1.1223,0.59979
0.2717,1.0194,0.9713,0.70634,1.1652,0.66559
0.21755,0.99926,1.0414,0.71544,1.1372,0.6361
0.15139,0.97482,1.0514,0.68238,1.1898,0.67511
0.11343,1.0657,1.0148,0.71864,1.2538,0.6736
0.12465,1.0455,1.0097,0.78049,1.3028,0.70117
0.19443,1.0012,1.029,0.82894,1.2473,0.64946
0.29858,1.0783,1.0047,0.79652,1.1438,0.55266
0.43056,1.2267,1.0308,0.76014,1.1103,0.5381
0.41877,1.1875,0.97941,0.69258,1.1067,0.55417
0.38964,1.1911,0.94376,0.65257,1.1021,0.56092
0.33314,1.2536,0.96569,0.67623,1.1398,0.60571
0.17998,1.192,1.0377,0.72461,1.2049,0.66871
0.065151,1.1599,1.141,0.88334,1.2237,0.69694
-0.0052429,1.2097,1.2268,0.98408,1.2175,0.68182
-0.074121,1.2915,1.1641,0.9056,1.1978,0.71721
-0.16182,1.3978,1.1452,0.91294,1.1884,0.74576
-0.015272,1.1522,1.1302,0.92677,1.205,0.79028
