H_PSE100mean,H_PSE100std,H_PSE120mean,H_PSE120std,H_PSE240mean,H_PSE240std
0.097913,1.0835,1.1404,0.99031,1.1769,0.76925
0.16915,1.2224,1.0934,1.0478,1.1516,0.79913
0.091298,1.3019,0.99633,0.97832,1.0261,0.73706
0.028519,1.3395,0.93636,1.0097,0.98057,0.72314
-0.097822,1.3072,0.74533,1.237,0.99407,0.72041
-0.20436,1.2547,0.68727,1.0578,1.0272,0.73393
-0.26508,1.5042,0.68499,0.94801,1.0709,0.75264
-0.1685,1.5267,0.72305,0.92452,1.1042,0.7641
0.0055396,1.3526,0.72741,0.94815,1.1265,0.76875
0.15859,1.197,0.71998,0.93997,1.1168,0.77823
0.22558,1.2019,0.80228,0.94973,1.1456,0.79328
0.25958,1.1891,0.92465,1.0506,1.1963,0.82457
0.34487,1.289,0.99188,1.0438,1.1907,0.74541
0.36581,1.2039,0.95065,0.97355,1.1475,0.72292
0.40176,1.1009,0.88309,0.92697,1.1434,0.70829
0.48538,1.0171,0.87128,0.94696,1.1565,0.71282
0.50343,0.91866,0.85451,0.98704,1.1735,0.73715
0.49022,0.89177,0.80094,1.1137,1.2189,0.80126
0.52103,0.9543,0.69649,1.3289,1.2377,0.87985
0.59993,1.0745,0.94845,1.3364,1.1965,0.84821
0.58261,1.1461,0.95734,1.1994,1.1698,0.79305
0.53748,1.3087,0.96896,1.1029,1.1255,0.71964
0.55585,1.2941,1.0124,1.066,1.0829,0.67969
0.58667,1.1146,0.93538,0.94909,1.0619,0.66486
0.6361,1.0311,0.83145,0.83724,1.0066,0.68635
0.67071,1.0174,0.82663,0.7536,0.94795,0.75265
0.7092,1.0951,0.96459,0.63292,1.0004,0.66252
0.71256,1.1921,1.0684,0.57288,0.98519,0.70697
0.60163,1.2835,1.1974,0.57577,1.0392,0.71893
0.54395,1.192,1.2535,0.60823,1.0414,0.74162
0.66979,1.0127,1.2853,0.64235,1.0465,0.7748
0.69164,0.95858,1.3665,0.72246,1.0448,0.70479
0.72264,0.9538,1.3755,0.63375,1.0258,0.66224
0.72079,1.0473,1.3208,0.61731,1.0555,0.65664
0.76342,1.0674,1.3396,0.66799,1.0786,0.62282
0.8212,0.94673,1.3378,0.65967,1.1272,0.57949
0.80971,0.96489,1.3532,0.67488,1.1616,0.54322
0.9587,0.88563,1.3568,0.67117,1.2037,0.56613
1.0335,0.82646,1.3482,0.6029,1.2213,0.62396
1.0898,0.81455,1.406,0.54264,1.2106,0.63626
1.0656,0.7863,1.467,0.56669,1.2191,0.65009
1.0317,0.77885,1.4454,0.71039,1.26,0.66808
0.98024,0.80132,1.4211,0.6964,1.288,0.69628
0.98168,0.88693,1.3711,0.69386,1.265,0.69996
1.0148,0.99677,1.3678,0.76591,1.2607,0.70817
1.1242,1.1382,1.4187,0.84954,1.2625,0.72682
1.2788,1.3689,1.4187,0.92984,1.228,0.71077
1.2347,1.4836,1.3997,1.0217,1.1908,0.70744
1.2096,1.5713,1.5207,0.87834,1.1404,0.69307
1.1726,1.5555,1.5448,0.78457,1.1257,0.67272
1.1671,1.4489,1.6466,0.92459,1.1045,0.67515
1.0477,1.231,1.5455,0.74969,1.1186,0.71022
0.92828,1.0746,1.5454,0.79885,1.1524,0.71185
0.81841,0.96819,1.4356,0.78052,1.2034,0.73985
0.70841,0.8927,1.3671,0.79921,1.184,0.68495
0.62737,0.85276,1.3667,0.84314,1.1881,0.67402
0.60799,0.82748,1.3596,0.7896,1.1984,0.66343
0.54934,0.96794,1.342,0.72727,1.1846,0.63653
0.58305,1.0126,1.3575,0.73892,1.1973,0.62726
0.58767,1.0721,1.3841,0.74723,1.2273,0.63922
0.47962,0.96638,1.4226,0.71302,1.2671,0.6694
0.43031,0.98007,1.5425,0.75291,1.2806,0.69434
0.42567,0.9616,1.6082,0.82103,1.3176,0.71555
0.43974,0.92816,1.5758,0.83087,1.3681,0.69429
0.46983,0.92884,1.5114,0.92259,1.3722,0.68824
0.53769,0.94744,1.5319,1.0412,1.3933,0.7066
0.44862,0.95529,1.6091,1.0818,1.4157,0.75818
0.49155,0.93859,1.6029,1.0901,1.3756,0.73479
0.50395,0.95219,1.5817,1.0451,1.3341,0.68489
0.52779,1.0164,1.6132,0.96459,1.3194,0.66387
0.60712,1.1163,1.6025,0.88754,1.3103,0.65526
0.73174,1.1983,1.5897,0.82875,1.2976,0.66079
0.75231,1.011,1.5576,0.72877,1.2704,0.61039
0.72321,0.93508,1.508,0.63978,1.2911,0.61122
0.70525,0.88109,1.5141,0.60465,1.2746,0.63954
0.72379,0.85548,1.5015,0.49335,1.2737,0.63836
0.73363,0.8678,1.4945,0.42962,1.3423,0.69169
0.71885,0.89272,1.4917,0.45837,1.3714,0.71114
0.70388,0.96324,1.4952,0.52451,1.3972,0.70965
0.67412,1.0616,1.4443,0.59234,1.3537,0.61584
0.63663,1.175,1.3821,0.62585,1.3669,0.62824
0.62767,1.2868,1.3931,0.66481,1.3801,0.64146
0.63691,1.2814,1.4643,0.70029,1.4107,0.65491
0.60442,1.1903,1.4716,0.69197,1.432,0.67035
0.52903,1.0998,1.467,0.80145,1.4086,0.65201
0.4378,1.0416,1.3666,0.70222,1.3904,0.64612
0.41503,0.93094,1.3211,0.6721,1.3782,0.62356
0.36462,0.84021,1.2663,0.60175,1.4111,0.67816
0.26588,0.81207,1.2132,0.56584,1.4075,0.63464
0.24544,0.74273,1.1214,0.58848,1.3921,0.5737
0.22833,0.78884,0.99984,0.57006,1.3643,0.48944
0.23879,0.88752,0.93192,0.60268,1.3493,0.47039
0.27742,1.0207,0.9744,0.7006,1.3499,0.49442
0.4968,1.3242,1.1348,0.94933,1.3467,0.47307
0.49269,1.429,1.2349,0.91667,1.3714,0.48348
0.41244,1.3678,1.2264,0.88382,1.3964,0.50671
0.38679,1.2088,1.2463,0.87546,1.4298,0.52814
0.35337,1.1411,1.2106,0.88216,1.4727,0.58081
0.34495,1.1106,1.1617,0.87473,1.4429,0.59612
0.24738,1.2458,1.1245,0.89202,1.4033,0.54712
0.24771,1.239,1.0644,0.912,1.4245,0.54443
0.2357,1.2044,1.0523,0.98194,1.3778,0.53846
0.27425,1.2715,1.0577,1.1164,1.3262,0.53074
0.3735,1.4131,1.101,1.1628,1.2934,0.51787
0.44879,1.5003,1.2059,1.0618,1.281,0.5268
0.47791,1.3817,1.2661,1.0035,1.2863,0.53849
0.428,1.36,1.3087,0.93555,1.3072,0.54369
0.3081,1.2454,1.2866,0.85775,1.3379,0.55549
0.21722,1.1631,1.278,0.80223,1.3632,0.56494
0.19156,1.1164,1.1763,0.67916,1.3866,0.59643
0.16068,1.137,1.1697,0.65466,1.3695,0.5821
0.17711,1.1203,1.1086,0.62008,1.354,0.57269
0.24321,1.0742,1.0962,0.60267,1.3205,0.54545
0.33614,1.1203,1.158,0.65648,1.2913,0.51715
0.48046,1.2559,1.2165,0.76479,1.2749,0.47975
0.62377,1.4128,1.2589,0.79007,1.2492,0.44534
0.72073,1.4756,1.2964,0.79591,1.2189,0.46534
0.66475,1.4209,1.2795,0.74171,1.2078,0.47147
0.6142,1.3286,1.2232,0.72443,1.189,0.43967
0.58619,1.2383,1.2067,0.70612,1.1798,0.4308
0.58649,1.1695,1.1868,0.72797,1.175,0.43238
0.59415,1.1402,1.1663,0.74134,1.1899,0.45303
0.63062,1.2024,1.1208,0.70675,1.193,0.45585
0.48934,1.1165,1.1017,0.65689,1.1747,0.45323
0.44423,1.0183,1.0521,0.63727,1.1334,0.43607
0.39545,0.93937,1.0218,0.68946,1.0846,0.40388
0.40262,0.82558,0.99874,0.70643,1.0473,0.40827
0.4669,0.83143,0.96711,0.71604,1.037,0.41593
0.54303,0.9105,0.9578,0.81716,1.0461,0.42891
0.53486,0.83952,0.99611,0.80632,1.0644,0.43396
0.51518,0.77254,1.0604,0.80354,1.0869,0.43372
0.48908,0.76155,1.1172,0.81625,1.1366,0.44004
0.43712,0.77776,1.1681,0.769,1.194,0.48786
0.39103,0.81854,1.3159,0.84686,1.2562,0.58923
0.38862,0.9234,1.2301,0.78686,1.2815,0.6608
0.47658,1.3056,1.227,0.87995,1.2467,0.71319
0.38052,1.2795,1.247,0.90742,1.2373,0.7159
0.36712,1.1085,1.2543,0.94898,1.1976,0.68913
0.4154,1.0835,1.246,1.0337,1.1619,0.65163
0.37942,0.97238,1.1821,1.247,1.1576,0.61249
0.37588,0.95068,1.3023,0.96274,1.1904,0.56992
0.39101,0.99789,1.3544,0.89517,1.2275,0.58892
0.42439,1.0329,1.4052,0.87818,1.2708,0.62112
0.43399,0.97009,1.424,0.8043,1.2875,0.67278
0.50297,0.95322,1.4168,0.75339,1.3064,0.74621
0.58471,0.93237,1.348,0.70881,1.2909,0.75355
0.63836,0.94883,1.3365,0.75677,1.4027,0.70239
0.71508,1.0109,1.3527,0.85218,1.4205,0.56203
0.72962,1.1543,1.2941,0.78724,1.4657,0.50171
0.67307,1.172,1.2613,0.70668,1.4413,0.38364
0.63086,1.3507,1.2459,0.66983,1.4661,0.32812
0.6802,1.3233,1.3032,0.74789,1.4739,0.3532
0.69196,1.3157,1.2999,0.7268,1.5095,0.39026
0.62791,1.3179,1.3158,0.72741,1.4996,0.38157
0.59069,1.3105,1.379,0.75066,1.5289,0.43341
0.56243,1.1303,1.3226,0.81193,1.5133,0.38343
0.53744,0.97884,1.2172,0.69975,1.4999,0.33321
0.50713,0.92279,1.206,0.66895,1.567,0.35769
0.47845,0.91769,1.2117,0.64515,1.5861,0.34727
0.44075,0.98034,1.181,0.6038,1.5841,0.36299
0.39843,0.94588,1.1127,0.59425,1.5712,0.36226
0.32786,0.89408,1.1661,0.65487,1.5658,0.4196
0.31382,0.89361,1.2124,0.74389,1.5229,0.43853
0.34392,0.91149,1.3156,0.79047,1.4675,0.43633
0.27227,0.93089,1.2892,0.66828,1.4692,0.46371
0.24529,1.0041,1.3237,0.73429,1.4823,0.46511
0.21697,1.1026,1.3492,0.77598,1.4852,0.45779
0.20705,1.1109,1.3012,0.7093,1.5349,0.46136
0.27164,1.0936,1.2913,0.71714,1.5545,0.44539
0.19855,1.0755,1.2181,0.67415,1.5758,0.53992
0.24536,1.1826,1.1769,0.76105,1.5331,0.49803
0.30427,1.409,1.1043,0.72304,1.4797,0.4364
0.20211,1.5322,1.074,0.68116,1.4342,0.43173
0.16054,1.2237,1.0875,0.66615,1.3909,0.45593
0.12588,1.1027,1.0793,0.61594,1.3744,0.48354
0.094727,1.133,1.1181,0.62711,1.3807,0.48235
-0.021388,1.3085,1.2242,0.61771,1.4414,0.55872
0.024162,1.2773,1.3215,0.60775,1.4408,0.50418
0.18355,1.1208,1.2955,0.52369,1.4284,0.42823
0.27313,0.98894,1.3116,0.59568,1.469,0.4732
0.33536,0.98681,1.3163,0.71787,1.4986,0.52638
0.41178,1.0957,1.2169,0.62781,1.4598,0.43276
0.45636,1.2367,1.1695,0.59353,1.4256,0.38196
0.40475,1.3788,1.1486,0.59906,1.3546,0.37325
0.38646,1.3415,1.1261,0.68046,1.3428,0.37663
0.3334,1.2975,1.1461,0.82449,1.3481,0.36583
0.26394,1.2632,1.0924,0.78683,1.3568,0.34335
0.24485,1.2364,1.1137,0.7996,1.3513,0.314
0.22074,1.2954,1.1084,0.8353,1.3579,0.28234
0.26861,1.3167,1.0747,0.846,1.4239,0.28038
0.31398,1.3311,1.0742,0.82692,1.5257,0.31949
0.31586,1.277,1.088,0.82016,1.5166,0.42986
0.34925,1.2331,1.0722,0.8319,1.5252,0.49563
0.40854,1.2426,1.0801,0.95789,1.4792,0.45355
0.51481,1.3089,1.0093,0.88442,1.4421,0.43996
0.57582,1.2759,1.0028,0.89643,1.4108,0.42509
0.62727,1.2862,1.0099,0.91802,1.3878,0.38622
0.64891,1.3026,1.0577,0.87603,1.3721,0.38273
0.67713,1.3088,1.2601,0.96344,1.3821,0.41172
0.69944,1.3138,1.2859,1.0091,1.4426,0.45706
0.64532,1.2393,1.3102,1.0518,1.4792,0.50581
0.58859,1.2117,1.3966,1.1243,1.4647,0.56596
0.56211,1.2469,1.4371,1.1038,1.496,0.5394
0.54025,1.2652,1.434,1.0858,1.487,0.52256
0.54946,1.25,1.4342,1.1159,1.4604,0.55116
0.57888,1.2352,1.4411,1.0631,1.4349,0.60528
0.68322,1.2082,1.357,1.1384,1.4222,0.67939
0.77927,1.1888,1.3426,1.1691,1.435,0.69838
0.79551,1.1545,1.3219,1.1894,1.489,0.70727
0.65556,1.0562,1.2766,1.1893,1.4922,0.7285
0.47302,0.99251,1.2935,1.1856,1.465,0.71016
0.39285,1.1124,1.1768,1.0941,1.4249,0.69241
0.22243,1.3193,1.1174,1.087,1.4218,0.66724
0.13591,1.3148,1.0204,1.0638,1.4394,0.62561
0.093451,1.1353,1.0669,1.0883,1.4238,0.6059
0.11718,1.0685,1.1597,1.1197,1.4352,0.60386
0.13507,1.1232,1.1841,1.1233,1.4634,0.63052
0.17635,1.1663,1.2416,1.1166,1.4476,0.60727
0.23441,1.2571,1.2511,1.0647,1.4674,0.62423
0.24473,1.405,1.2891,1.0826,1.4682,0.64638
0.3304,1.501,1.2764,1.0397,1.4996,0.69893
0.35826,1.5377,1.3035,1.0382,1.4246,0.66452
0.39929,1.4409,1.2909,0.95095,1.3606,0.6271
0.44951,1.359,1.3357,0.88848,1.3379,0.63226
0.50326,1.3438,1.3184,0.91988,1.2868,0.64528
0.52897,1.2895,1.3065,0.91938,1.2728,0.65581
0.55261,1.2021,1.3342,0.94397,1.2949,0.68652
0.56592,1.1086,1.3998,0.97066,1.3644,0.69423
0.62361,1.1003,1.4423,1.0382,1.352,0.65865
0.61547,1.0001,1.3769,1.0398,1.33,0.68099
0.60334,0.99006,1.2719,0.93222,1.2815,0.70784
0.60079,1.0014,1.2384,0.92654,1.2936,0.78167
0.58284,0.98516,1.1616,0.88722,1.3453,0.79451
0.54314,0.95278,1.1059,0.8565,1.3579,0.81777
0.52024,0.97765,1.0776,0.88628,1.3231,0.79915
0.5032,1.0643,1.1562,0.90941,1.3412,0.82356
0.50804,1.1733,1.2163,0.86019,1.3633,0.83625
0.56616,1.3038,1.229,0.75055,1.3969,0.82252
0.55696,1.134,1.2964,0.6842,1.4485,0.87382
0.54836,0.99689,1.3986,0.79392,1.5069,0.81426
0.5838,0.97842,1.3213,0.65218,1.5233,0.77999
0.62195,1.0447,1.3379,0.61959,1.5142,0.75811
0.58458,1.0685,1.346,0.60122,1.5192,0.7497
0.52322,1.1585,1.3454,0.58537,1.5317,0.73592
0.49524,1.1551,1.3325,0.6069,1.5199,0.71038
0.53955,1.0521,1.3523,0.64894,1.5204,0.72171
0.57416,1.0851,1.4248,0.77156,1.5056,0.78368
0.60689,1.1709,1.293,0.86144,1.4122,0.75931
0.58128,1.2936,1.3705,0.78347,1.4002,0.75396
0.64575,1.284,1.3294,0.72642,1.426,0.78047
0.72466,1.2053,1.3755,0.73044,1.4413,0.7109
0.73665,1.1257,1.3669,0.67539,1.5069,0.69413
0.75825,1.0779,1.3421,0.59891,1.5324,0.67013
0.80359,0.99697,1.3768,0.63681,1.5183,0.6299
0.85048,0.9332,1.3184,0.67156,1.5229,0.599
0.82349,0.94424,1.2246,0.69501,1.4846,0.57768
0.743,0.99592,1.1857,0.77684,1.4825,0.55636
0.64803,1.0663,1.1726,0.78961,1.5246,0.54815
0.56467,1.0889,1.2627,0.84828,1.5069,0.53204
0.51832,1.0828,1.2468,0.81461,1.4706,0.53318
0.57362,1.0082,1.27,0.84548,1.4749,0.54819
0.63554,1.0136,1.3436,0.90411,1.5095,0.55527
0.68655,1.0423,1.3888,0.88925,1.525,0.58048
0.75007,1.0824,1.4144,0.90377,1.5489,0.63432
0.77311,1.0977,1.4827,0.95335,1.4737,0.63738
0.82515,1.1712,1.4771,0.92421,1.4196,0.65881
0.82905,1.1359,1.4076,0.83152,1.3848,0.69006
0.76833,1.167,1.3582,0.71872,1.368,0.6997
0.71331,1.2964,1.3353,0.65076,1.352,0.736
0.58886,1.1421,1.2282,0.63681,1.3463,0.775
0.52442,1.0765,1.2212,0.72967,1.3512,0.79413
0.51752,1.0726,1.2556,0.75468,1.3661,0.78811
0.54927,1.143,1.2655,0.76004,1.4104,0.79129
0.49546,1.2563,1.3164,0.75277,1.4332,0.77925
0.48176,1.2844,1.4079,0.73746,1.4925,0.74411
0.54886,1.1925,1.5,0.72122,1.5247,0.71931
0.65669,1.2484,1.4947,0.77331,1.5543,0.72237
0.74852,1.2904,1.4848,0.83335,1.6387,0.76839
0.69448,1.1187,1.3376,0.7501,1.5786,0.79106
0.59578,1.058,1.2103,0.73677,1.5533,0.76458
0.4897,1.0095,1.1745,0.73526,1.5288,0.73562
0.4713,0.99995,1.1964,0.66786,1.5795,0.74994
0.42072,1.0156,1.2321,0.63253,1.6428,0.78077
0.45886,1.1501,1.3454,0.78945,1.6559,0.72728
0.51767,1.1006,1.3005,0.98658,1.6097,0.7525
0.55114,1.0377,1.3577,1.046,1.588,0.75958
0.56625,1.0627,1.4723,1.0108,1.5966,0.79264
0.61249,1.2023,1.5282,1.0367,1.5758,0.77602
0.65867,1.254,1.4845,0.9183,1.555,0.7003
0.57803,1.1643,1.3838,0.89715,1.5395,0.6466
0.52125,1.2631,1.3782,0.91307,1.5375,0.57118
0.59128,1.363,1.4021,0.92056,1.5326,0.55708
0.57447,1.1754,1.4767,0.82105,1.5731,0.55129
0.63414,1.0562,1.5361,0.78775,1.6257,0.54147
0.67813,0.91692,1.6317,0.78428,1.6758,0.56796
0.74547,0.80564,1.6521,0.74081,1.6453,0.61259
0.78286,0.75758,1.7201,0.70632,1.6443,0.63281
0.7135,0.69104,1.6237,0.73419,1.6458,0.63163
0.65303,0.69224,1.5346,0.75875,1.6166,0.61771
0.66231,0.77098,1.4757,0.79608,1.5456,0.63039
0.63375,0.73543,1.4144,0.86863,1.5066,0.64732
0.67988,0.7064,1.3243,0.87319,1.4918,0.67601
0.73115,0.6926,1.2858,0.89351,1.4722,0.67475
0.77355,0.77636,1.2781,0.75329,1.4479,0.68936
0.73565,0.73628,1.3049,0.66236,1.4273,0.68926
0.70194,0.71951,1.3398,0.60988,1.4266,0.73227
0.72276,0.73818,1.3775,0.47107,1.4421,0.76332
0.66625,0.81084,1.3398,0.5791,1.3856,0.77764
0.63984,0.86381,1.3118,0.71382,1.3087,0.76462
0.60526,0.81956,1.2994,0.62781,1.2509,0.79125
0.53658,0.72086,1.3512,0.57354,1.2241,0.79745
0.6016,0.54476,1.4081,0.55497,1.2338,0.76266
0.6996,0.46473,1.4949,0.61206,1.2659,0.7449
0.78674,0.46303,1.4813,0.55511,1.2927,0.75972
0.84583,0.52676,1.5015,0.63026,1.3013,0.72396
0.84918,0.59027,1.5372,0.64879,1.2753,0.66096
0.83946,0.65589,1.5128,0.66362,1.2842,0.68528
0.82316,0.67072,1.5097,0.7192,1.3204,0.75528
0.78542,0.7573,1.4164,0.65247,1.3297,0.78406
0.71364,0.73356,1.3305,0.6034,1.3137,0.80581
0.67998,0.69497,1.2842,0.56536,1.3205,0.83393
0.645,0.64791,1.2514,0.48029,1.3155,0.85906
0.63164,0.59801,1.2327,0.4278,1.3511,0.85513
0.60142,0.55854,1.2529,0.464,1.3772,0.79237
0.58169,0.60471,1.2724,0.50805,1.4771,0.80414
0.65623,0.58134,1.3078,0.56722,1.5322,0.78129
0.62569,0.74128,1.3328,0.66594,1.4881,0.68779
0.69635,0.5603,1.3405,0.66157,1.441,0.67429
0.63852,0.61291,1.304,0.54496,1.4678,0.72619
0.55348,0.77948,1.2345,0.46254,1.4575,0.71293
0.53449,1.0315,1.1921,0.44422,1.4046,0.60554
0.49834,0.99985,1.1901,0.4563,1.3871,0.57369
0.58396,0.98215,1.2414,0.52692,1.3823,0.60822
0.66971,0.65721,1.3234,0.63161,1.3967,0.62291
0.71345,0.59217,1.3656,0.66328,1.4546,0.6823
0.77647,0.6986,1.4571,0.76114,1.4898,0.66605
0.76814,0.81998,1.4737,0.6207,1.4886,0.62081
0.68196,0.89371,1.4179,0.65537,1.537,0.68451
0.64471,1.0467,1.2889,0.60001,1.555,0.70598
0.72046,0.87977,1.2258,0.58803,1.5852,0.71871
0.73283,0.79297,1.1997,0.61182,1.5625,0.64724
0.69822,0.70097,1.2147,0.64064,1.5693,0.6064
0.67377,0.68752,1.244,0.68532,1.541,0.56755
0.6115,0.7081,1.2467,0.71001,1.5243,0.52048
0.55714,0.76765,1.3007,0.72481,1.5234,0.52295
0.51376,0.80434,1.3408,0.72683,1.4749,0.50431
0.49351,0.8447,1.3638,0.73998,1.4499,0.51475
0.40678,0.7771,1.3958,0.73271,1.472,0.54895
0.40563,0.82034,1.4335,0.76147,1.5341,0.5641
0.44186,0.89715,1.3231,0.63616,1.595,0.61167
0.52651,0.86167,1.3212,0.62166,1.5624,0.57143
0.5905,0.877,1.3709,0.64849,1.5502,0.56052
0.61501,0.81699,1.4021,0.6793,1.5596,0.56573
0.67506,0.70904,1.462,0.73333,1.5506,0.57201
0.70307,0.74232,1.5086,0.75102,1.6096,0.62347
0.67985,0.78693,1.5759,0.79548,1.5788,0.54183
0.61966,0.7636,1.5802,0.74343,1.5236,0.56773
0.63563,0.81131,1.5679,0.70721,1.5011,0.59103
0.59606,0.81712,1.4768,0.70472,1.5282,0.62052
0.54919,0.72649,1.3305,0.66117,1.5386,0.63916
0.49135,0.68646,1.3369,0.79443,1.5351,0.64349
0.44559,0.71473,1.1823,0.66219,1.5275,0.66308
0.38791,0.80905,1.1595,0.73759,1.5264,0.63433
0.37826,0.94362,1.1436,0.68694,1.5097,0.58323
0.36375,1.1261,1.1796,0.6715,1.5254,0.56178
0.30449,1.184,1.2628,0.67672,1.5492,0.55811
0.33818,1.1983,1.2603,0.55931,1.5929,0.5938
0.37492,1.1636,1.2843,0.55474,1.579,0.56589
0.36188,1.1739,1.3159,0.59573,1.6003,0.57277
0.27354,1.3725,1.2869,0.67737,1.5514,0.61294
0.31225,1.2371,1.1928,0.70721,1.5398,0.71192
0.29709,1.1909,1.1822,0.8439,1.5095,0.68378
0.30498,1.199,1.2294,0.78974,1.516,0.59473
0.31527,1.2299,1.2042,0.7417,1.5224,0.56244
0.32146,1.2625,1.2418,0.75041,1.5134,0.59476
0.35561,1.3317,1.2464,0.71787,1.5595,0.65345
0.38873,1.3511,1.1567,0.70447,1.5744,0.63048
0.3346,1.1973,1.0547,0.67669,1.6091,0.66088
0.33214,1.1575,1.0085,0.6998,1.5969,0.63811
0.30702,1.2117,1.0058,0.73399,1.6117,0.6771
0.1837,1.1641,0.98716,0.81679,1.6004,0.67247
0.089098,1.1895,1.008,0.73219,1.6276,0.68054
-0.020248,1.27,0.98282,0.68483,1.593,0.68528
-0.16331,1.3682,0.98261,0.68993,1.6116,0.68854
-0.24472,1.3523,0.96353,0.71095,1.6274,0.70121
-0.19715,1.2064,0.8943,0.69178,1.6243,0.72622
-0.14083,1.0411,0.84377,0.67785,1.5903,0.75029
-0.087425,0.98902,0.8394,0.662,1.5283,0.72272
0.114,0.8373,0.86868,0.64822,1.4971,0.72844
0.2329,0.75062,0.94468,0.7633,1.5018,0.74434
0.27369,0.70656,0.96664,0.79484,1.5204,0.78107
0.2183,0.68453,0.91786,0.76942,1.5087,0.77517
0.17856,0.74496,0.88921,0.82469,1.5063,0.7499
0.23541,0.81271,0.83154,0.85011,1.5058,0.7508
0.22919,0.76294,0.82302,0.90327,1.5596,0.80807
0.17733,0.74574,0.8414,0.79727,1.4693,0.84706
0.078561,0.74206,0.891,0.70489,1.369,0.7678
0.097122,0.74488,1.0114,0.64578,1.2899,0.69871
0.12605,0.67906,1.1175,0.64935,1.2304,0.65058
0.16701,0.61238,1.0893,0.57104,1.182,0.65685
0.23211,0.62883,1.0772,0.52847,1.1904,0.67587
0.21203,0.72957,1.1734,0.63834,1.2113,0.67768
0.18761,0.8313,1.1272,0.51196,1.2952,0.76676
0.21675,0.83044,1.0862,0.47153,1.3365,0.74412
0.22742,0.86527,1.0723,0.51246,1.3957,0.75225
0.24148,1.0354,1.0305,0.63308,1.419,0.82989
0.28847,0.91695,0.89786,0.68208,1.4055,0.87474
0.28041,0.76543,0.89345,0.60781,1.3197,0.88861
0.24484,0.67134,0.87096,0.53935,1.3811,0.8182
0.156,0.67363,0.93468,0.52307,1.4164,0.78475
0.09594,0.79268,1.0161,0.52724,1.4,0.78107
0.14089,0.80372,1.0603,0.5297,1.3996,0.79299
0.29355,0.8101,1.1064,0.61787,1.4348,0.80856
0.38526,0.74501,1.1767,0.6244,1.4876,0.82122
0.4292,0.6821,1.2437,0.59343,1.5106,0.79596
0.45926,0.70708,1.3799,0.74117,1.5019,0.75178
0.4849,0.83098,1.3868,0.67253,1.5094,0.73282
0.45436,1.0254,1.2893,0.57812,1.4362,0.65255
0.33791,1.1307,1.3134,0.59318,1.3671,0.61418
0.24666,1.2151,1.2876,0.56355,1.386,0.62861
0.32778,0.92718,1.3221,0.5802,1.3099,0.61634
0.37838,0.78223,1.2084,0.47409,1.2638,0.58864
0.43276,0.77539,1.2463,0.53821,1.2632,0.60755
0.4315,0.84121,1.2952,0.64814,1.2475,0.60018
0.40898,0.94879,1.3016,0.58453,1.261,0.61834
0.40875,0.98636,1.3032,0.52496,1.2988,0.65211
0.36703,1.0379,1.3068,0.55855,1.3301,0.65917
0.34275,1.0546,1.2723,0.63599,1.3616,0.64975
0.32109,1.0699,1.1536,0.52872,1.335,0.63662
0.2578,1.1225,1.1402,0.58048,1.3199,0.70097
0.21079,1.124,1.174,0.68232,1.2582,0.6508
0.15066,1.2226,1.0261,0.72389,1.2017,0.56142
0.12689,1.464,0.95329,0.80341,1.1568,0.54921
0.09639,1.4071,0.9637,0.89631,1.1314,0.59392
0.096515,1.4451,1.0212,1.0267,1.1243,0.64003
0.21899,1.4373,1.0054,0.95446,1.1876,0.63389
0.29313,1.3621,1.0889,1.0109,1.2465,0.70189
0.38977,1.228,1.0993,0.93269,1.2401,0.75806
0.48704,1.1499,1.0622,0.89468,1.2481,0.8013
0.553,1.1636,1.0488,0.89387,1.2373,0.86203
0.62297,1.2691,1.0626,0.86992,1.2169,0.82813
0.67811,1.4307,1.0624,0.82688,1.2097,0.80419
0.61947,1.372,1.1272,0.84807,1.1856,0.83644
0.57429,1.34,1.2385,0.91535,1.1993,0.88488
0.59204,1.345,1.359,0.99236,1.1891,0.96338
0.54495,1.2643,1.3772,0.92978,1.1511,1.0617
0.50096,1.2597,1.3489,0.93341,1.1781,0.98312
0.4472,1.2627,1.3911,0.92827,1.1931,0.91981
0.35771,1.1983,1.275,0.72521,1.1808,0.84389
0.3333,1.1543,1.1958,0.63999,1.1941,0.84507
0.37706,1.1264,1.1431,0.62637,1.2382,0.85652
0.4685,1.0978,1.1408,0.6532,1.2341,0.8011
0.55696,1.1787,1.1921,0.71569,1.2353,0.74566
0.63971,1.314,1.2323,0.71889,1.2733,0.70958
0.57276,1.3447,1.3383,0.74903,1.3679,0.72982
0.52886,1.2793,1.402,0.78405,1.4629,0.74383
0.50474,1.2195,1.4385,0.81085,1.4373,0.72669
0.46395,1.1336,1.3555,0.81273,1.4205,0.69985
0.42731,1.0812,1.2637,0.82038,1.401,0.68541
0.47257,1.0352,1.1888,0.77214,1.3827,0.65718
0.43496,1.0164,1.1471,0.71854,1.4017,0.66474
0.37429,1.0111,1.1314,0.64688,1.421,0.71031
0.39324,0.97979,1.1649,0.58589,1.46,0.7582
0.39576,1.0325,1.2105,0.55984,1.4791,0.7714
0.44342,1.182,1.2499,0.5774,1.5245,0.7838
0.40715,1.1781,1.2425,0.59865,1.5496,0.78648
0.44017,1.2395,1.278,0.62951,1.5364,0.7523
0.42354,1.2041,1.2304,0.67267,1.5393,0.74168
0.34982,1.0004,1.1738,0.73694,1.5508,0.73646
