H_PSE120mean,H_PSE120std
1.1818,0.63204
1.1308,0.66094
1.1504,0.77301
1.1801,0.68351
1.2322,0.66635
1.3113,0.59006
1.3637,0.52091
1.3593,0.51445
1.3341,0.5128
1.405,0.64119
1.4058,0.63983
1.4113,0.60468
1.5605,0.71147
1.4571,0.68479
1.4523,0.65481
1.4497,0.64964
1.4873,0.78004
1.4191,0.78999
1.3361,0.85689
1.2756,0.92437
1.1959,0.87588
1.1576,0.90262
1.1047,0.88566
1.0947,0.88895
1.0444,0.96353
1.0204,1.0022
0.99073,0.99644
1.0442,0.98269
1.1723,0.90194
1.2103,0.80299
1.263,0.82617
1.3192,0.8406
1.3846,0.89753
1.2775,0.83933
1.193,0.79977
1.1517,0.78923
1.1216,0.80492
1.1267,0.84837
1.2011,0.77372
1.2107,0.67598
1.1919,0.67665
1.2068,0.72826
1.2338,0.77877
1.2256,0.8235
1.1642,0.78135
1.0133,0.73744
0.89723,0.75815
0.85218,0.79702
0.85468,0.80294
0.88698,0.77589
0.90246,0.69747
0.95574,0.64451
0.98555,0.60062
1.0013,0.6276
0.97264,0.60127
0.98945,0.72835
0.9554,0.79351
0.94754,0.8562
0.92909,0.87614
0.99616,1.0297
0.90826,0.96257
0.7623,0.86236
0.78077,0.93435
0.72236,0.78758
0.74785,0.77597
0.65286,0.90237
0.68329,0.9754
0.78532,0.95625
0.8034,0.9249
0.84701,0.98081
0.8287,0.99205
0.72338,0.86416
0.68051,0.84359
0.64001,0.82758
0.62465,0.73756
0.6362,0.72053
0.68193,0.72425
0.65054,0.84257
0.75257,0.88411
0.82638,0.95483
0.83444,0.92217
0.84263,0.80779
0.91778,0.76803
0.95423,0.70405
0.96871,0.71112
1.055,0.70073
1.0608,0.67725
1.075,0.64367
1.1043,0.64227
1.1622,0.73201
1.1843,0.82864
1.1258,0.81889
1.0657,0.76674
1.0716,0.76855
1.0917,0.813
1.0414,0.80055
1.0458,0.86319
0.94946,0.78885
0.90659,0.75446
0.93442,0.87756
0.94723,0.94995
0.92319,0.83286
0.95491,0.78938
0.92305,0.76159
0.9711,0.73876
1.1011,0.81354
1.2207,0.83794
1.2084,0.76256
1.1892,0.74143
1.2338,0.80187
1.2759,0.80235
1.2201,0.64335
1.1221,0.478
1.0815,0.42663
1.0609,0.47087
1.0397,0.52858
1.0219,0.59217
0.99995,0.60814
0.95233,0.67365
0.96062,0.76624
0.94452,0.72929
1.053,0.76878
0.93895,0.71411
0.94503,0.7124
0.93843,0.70904
0.9713,0.70634
1.0414,0.71544
1.0514,0.68238
1.0148,0.71864
1.0097,0.78049
1.029,0.82894
1.0047,0.79652
1.0308,0.76014
0.97941,0.69258
0.94376,0.65257
0.96569,0.67623
1.0377,0.72461
1.141,0.88334
1.2268,0.98408
1.1641,0.9056
1.1452,0.91294
1.1302,0.92677
1.1404,0.99031
1.0934,1.0478
0.99633,0.97832
0.93636,1.0097
0.74533,1.237
0.68727,1.0578
0.68499,0.94801
0.72305,0.92452
0.72741,0.94815
0.71998,0.93997
0.80228,0.94973
0.92465,1.0506
0.99188,1.0438
0.95065,0.97355
0.88309,0.92697
0.87128,0.94696
0.85451,0.98704
0.80094,1.1137
0.69649,1.3289
0.94845,1.3364
0.95734,1.1994
0.96896,1.1029
1.0124,1.066
0.93538,0.94909
0.83145,0.83724
0.82663,0.7536
0.96459,0.63292
1.0684,0.57288
1.1974,0.57577
1.2535,0.60823
1.2853,0.64235
1.3665,0.72246
1.3755,0.63375
1.3208,0.61731
1.3396,0.66799
1.3378,0.65967
1.3532,0.67488
1.3568,0.67117
1.3482,0.6029
1.406,0.54264
1.467,0.56669
1.4454,0.71039
1.4211,0.6964
1.3711,0.69386
1.3678,0.76591
1.4187,0.84954
1.4187,0.92984
1.3997,1.0217
1.5207,0.87834
1.5448,0.78457
1.6466,0.92459
1.5455,0.74969
1.5454,0.79885
1.4356,0.78052
1.3671,0.79921
1.3667,0.84314
1.3596,0.7896
1.342,0.72727
1.3575,0.73892
1.3841,0.74723
1.4226,0.71302
1.5425,0.75291
1.6082,0.82103
1.5758,0.83087
1.5114,0.92259
1.5319,1.0412
1.6091,1.0818
1.6029,1.0901
1.5817,1.0451
1.6132,0.96459
1.6025,0.88754
1.5897,0.82875
1.5576,0.72877
1.508,0.63978
1.5141,0.60465
1.5015,0.49335
1.4945,0.42962
1.4917,0.45837
1.4952,0.52451
1.4443,0.59234
1.3821,0.62585
1.3931,0.66481
1.4643,0.70029
1.4716,0.69197
1.467,0.80145
1.3666,0.70222
1.3211,0.6721
1.2663,0.60175
1.2132,0.56584
1.1214,0.58848
0.99984,0.57006
0.93192,0.60268
0.9744,0.7006
1.1348,0.94933
1.2349,0.91667
1.2264,0.88382
1.2463,0.87546
1.2106,0.88216
1.1617,0.87473
1.1245,0.89202
1.0644,0.912
1.0523,0.98194
1.0577,1.1164
1.101,1.1628
1.2059,1.0618
1.2661,1.0035
1.3087,0.93555
1.2866,0.85775
1.278,0.80223
1.1763,0.67916
1.1697,0.65466
1.1086,0.62008
1.0962,0.60267
1.158,0.65648
1.2165,0.76479
1.2589,0.79007
1.2964,0.79591
1.2795,0.74171
1.2232,0.72443
1.2067,0.70612
1.1868,0.72797
1.1663,0.74134
1.1208,0.70675
1.1017,0.65689
1.0521,0.63727
1.0218,0.68946
0.99874,0.70643
0.96711,0.71604
0.9578,0.81716
0.99611,0.80632
1.0604,0.80354
1.1172,0.81625
1.1681,0.769
1.3159,0.84686
1.2301,0.78686
1.227,0.87995
1.247,0.90742
1.2543,0.94898
1.246,1.0337
1.1821,1.247
1.3023,0.96274
1.3544,0.89517
1.4052,0.87818
1.424,0.8043
1.4168,0.75339
1.348,0.70881
1.3365,0.75677
1.3527,0.85218
1.2941,0.78724
1.2613,0.70668
1.2459,0.66983
1.3032,0.74789
1.2999,0.7268
1.3158,0.72741
1.379,0.75066
1.3226,0.81193
1.2172,0.69975
1.206,0.66895
1.2117,0.64515
1.181,0.6038
1.1127,0.59425
1.1661,0.65487
1.2124,0.74389
1.3156,0.79047
1.2892,0.66828
1.3237,0.73429
1.3492,0.77598
1.3012,0.7093
1.2913,0.71714
1.2181,0.67415
1.1769,0.76105
1.1043,0.72304
1.074,0.68116
1.0875,0.66615
1.0793,0.61594
1.1181,0.62711
1.2242,0.61771
1.3215,0.60775
1.2955,0.52369
1.3116,0.59568
1.3163,0.71787
1.2169,0.62781
1.1695,0.59353
1.1486,0.59906
1.1261,0.68046
1.1461,0.82449
1.0924,0.78683
1.1137,0.7996
1.1084,0.8353
1.0747,0.846
1.0742,0.82692
1.088,0.82016
1.0722,0.8319
1.0801,0.95789
1.0093,0.88442
1.0028,0.89643
1.0099,0.91802
1.0577,0.87603
1.2601,0.96344
1.2859,1.0091
1.3102,1.0518
1.3966,1.1243
1.4371,1.1038
1.434,1.0858
1.4342,1.1159
1.4411,1.0631
1.357,1.1384
1.3426,1.1691
1.3219,1.1894
1.2766,1.1893
1.2935,1.1856
1.1768,1.0941
1.1174,1.087
1.0204,1.0638
1.0669,1.0883
1.1597,1.1197
1.1841,1.1233
1.2416,1.1166
1.2511,1.0647
1.2891,1.0826
1.2764,1.0397
1.3035,1.0382
1.2909,0.95095
1.3357,0.88848
1.3184,0.91988
1.3065,0.91938
1.3342,0.94397
1.3998,0.97066
1.4423,1.0382
1.3769,1.0398
1.2719,0.93222
1.2384,0.92654
1.1616,0.88722
1.1059,0.8565
1.0776,0.88628
1.1562,0.90941
1.2163,0.86019
1.229,0.75055
1.2964,0.6842
1.3986,0.79392
1.3213,0.65218
1.3379,0.61959
1.346,0.60122
1.3454,0.58537
1.3325,0.6069
1.3523,0.64894
1.4248,0.77156
1.293,0.86144
1.3705,0.78347
1.3294,0.72642
1.3755,0.73044
1.3669,0.67539
1.3421,0.59891
1.3768,0.63681
1.3184,0.67156
1.2246,0.69501
1.1857,0.77684
1.1726,0.78961
1.2627,0.84828
1.2468,0.81461
1.27,0.84548
1.3436,0.90411
1.3888,0.88925
1.4144,0.90377
1.4827,0.95335
1.4771,0.92421
1.4076,0.83152
1.3582,0.71872
1.3353,0.65076
1.2282,0.63681
1.2212,0.72967
1.2556,0.75468
1.2655,0.76004
1.3164,0.75277
1.4079,0.73746
1.5,0.72122
1.4947,0.77331
1.4848,0.83335
1.3376,0.7501
1.2103,0.73677
1.1745,0.73526
1.1964,0.66786
1.2321,0.63253
1.3454,0.78945
1.3005,0.98658
1.3577,1.046
1.4723,1.0108
1.5282,1.0367
1.4845,0.9183
1.3838,0.89715
1.3782,0.91307
1.4021,0.92056
1.4767,0.82105
1.5361,0.78775
1.6317,0.78428
1.6521,0.74081
1.7201,0.70632
1.6237,0.73419
1.5346,0.75875
1.4757,0.79608
1.4144,0.86863
1.3243,0.87319
1.2858,0.89351
1.2781,0.75329
1.3049,0.66236
1.3398,0.60988
1.3775,0.47107
1.3398,0.5791
1.3118,0.71382
1.2994,0.62781
1.3512,0.57354
1.4081,0.55497
1.4949,0.61206
1.4813,0.55511
1.5015,0.63026
1.5372,0.64879
1.5128,0.66362
1.5097,0.7192
1.4164,0.65247
1.3305,0.6034
1.2842,0.56536
1.2514,0.48029
1.2327,0.4278
1.2529,0.464
1.2724,0.50805
1.3078,0.56722
1.3328,0.66594
1.3405,0.66157
1.304,0.54496
1.2345,0.46254
1.1921,0.44422
1.1901,0.4563
1.2414,0.52692
1.3234,0.63161
1.3656,0.66328
1.4571,0.76114
1.4737,0.6207
1.4179,0.65537
1.2889,0.60001
1.2258,0.58803
1.1997,0.61182
1.2147,0.64064
1.244,0.68532
1.2467,0.71001
1.3007,0.72481
1.3408,0.72683
1.3638,0.73998
1.3958,0.73271
1.4335,0.76147
1.3231,0.63616
1.3212,0.62166
1.3709,0.64849
1.4021,0.6793
1.462,0.73333
1.5086,0.75102
1.5759,0.79548
1.5802,0.74343
1.5679,0.70721
1.4768,0.70472
1.3305,0.66117
1.3369,0.79443
1.1823,0.66219
1.1595,0.73759
1.1436,0.68694
1.1796,0.6715
1.2628,0.67672
1.2603,0.55931
1.2843,0.55474
1.3159,0.59573
1.2869,0.67737
1.1928,0.70721
1.1822,0.8439
1.2294,0.78974
1.2042,0.7417
1.2418,0.75041
1.2464,0.71787
1.1567,0.70447
1.0547,0.67669
1.0085,0.6998
1.0058,0.73399
0.98716,0.81679
1.008,0.73219
0.98282,0.68483
0.98261,0.68993
0.96353,0.71095
0.8943,0.69178
0.84377,0.67785
0.8394,0.662
0.86868,0.64822
0.94468,0.7633
0.96664,0.79484
0.91786,0.76942
0.88921,0.82469
0.83154,0.85011
0.82302,0.90327
0.8414,0.79727
0.891,0.70489
1.0114,0.64578
1.1175,0.64935
1.0893,0.57104
1.0772,0.52847
1.1734,0.63834
1.1272,0.51196
1.0862,0.47153
1.0723,0.51246
1.0305,0.63308
0.89786,0.68208
0.89345,0.60781
0.87096,0.53935
0.93468,0.52307
1.0161,0.52724
1.0603,0.5297
1.1064,0.61787
1.1767,0.6244
1.2437,0.59343
1.3799,0.74117
1.3868,0.67253
1.2893,0.57812
1.3134,0.59318
1.2876,0.56355
1.3221,0.5802
1.2084,0.47409
1.2463,0.53821
1.2952,0.64814
1.3016,0.58453
1.3032,0.52496
1.3068,0.55855
1.2723,0.63599
1.1536,0.52872
1.1402,0.58048
1.174,0.68232
1.0261,0.72389
0.95329,0.80341
0.9637,0.89631
1.0212,1.0267
1.0054,0.95446
1.0889,1.0109
1.0993,0.93269
1.0622,0.89468
1.0488,0.89387
1.0626,0.86992
1.0624,0.82688
1.1272,0.84807
1.2385,0.91535
1.359,0.99236
1.3772,0.92978
1.3489,0.93341
1.3911,0.92827
1.275,0.72521
1.1958,0.63999
1.1431,0.62637
1.1408,0.6532
1.1921,0.71569
1.2323,0.71889
1.3383,0.74903
1.402,0.78405
1.4385,0.81085
1.3555,0.81273
1.2637,0.82038
1.1888,0.77214
1.1471,0.71854
1.1314,0.64688
1.1649,0.58589
1.2105,0.55984
1.2499,0.5774
1.2425,0.59865
1.278,0.62951
1.2304,0.67267
1.1738,0.73694
1.1033,0.76856
1.053,0.8291
1.0223,0.91917
1.0244,0.98063
1.0586,0.97488
1.1179,0.98408
1.1642,1.0679
1.1007,1.1846
0.9354,1.2976
0.82153,1.1177
0.75592,1.0493
0.73103,0.93947
0.69161,0.91339
0.70859,0.99258
0.70887,1.0386
0.73736,1.0947
0.80971,1.1741
0.88118,1.2873
0.85799,1.26
0.76998,1.105
0.75105,1.132
0.67693,1.0665
0.71187,1.05
0.67784,1.0396
0.62475,1.029
0.67257,1.0119
0.77854,1.0614
0.87217,1.1324
0.93152,1.1666
0.97518,1.2478
0.8855,1.2922
0.80705,1.3952
0.69788,1.3695
0.70507,1.3081
0.73755,1.2405
0.86198,1.243
0.87751,1.2564
0.85554,1.2295
0.8552,1.2594
0.93746,1.4087
0.88627,1.2668
0.87927,1.2207
0.9049,1.2067
0.92594,1.1815
0.92879,1.1578
0.9078,1.1491
0.86684,1.1788
0.85478,1.2494
0.86135,1.3004
0.89576,1.3466
0.92388,1.3762
0.8981,1.3584
0.86968,1.2758
0.9353,1.2086
0.96368,1.1784
0.99149,1.1133
0.92583,1.0902
0.92283,1.1333
0.91097,1.2145
0.92961,1.225
0.97497,1.1547
1.0799,1.1826
1.0503,1.1649
1.0666,1.1579
1.1002,1.1782
1.2081,1.2429
1.1476,1.2512
1.1191,1.2456
1.1223,1.2349
1.1437,1.2122
1.1255,1.2099
1.1485,1.1883
1.1231,1.2542
1.1806,1.3606
1.184,1.2893
1.1843,1.2186
1.2409,1.0831
1.2793,0.94134
1.2158,0.84267
1.2021,0.80051
1.184,0.78302
1.1521,0.82747
1.1246,0.84432
1.0583,0.77055
1.0492,0.78029
1.013,0.8013
0.929,0.6921
0.91013,0.66706
0.89969,0.68329
0.94532,0.78233
0.98383,0.87204
0.95086,0.87663
0.93782,0.88354
0.9489,0.87077
0.94595,0.91635
0.95931,0.96477
0.93818,0.87711
0.96,0.8429
0.9736,0.83069
1.0344,0.90263
1.0558,0.96624
1.0426,1.0185
1.0698,1.0826
1.0197,1.1264
0.92966,1.0237
0.94366,0.99516
0.93051,0.90537
0.98086,0.81992
1.0515,0.83748
1.1015,0.83215
1.0947,0.77291
1.081,0.76061
1.0393,0.6331
1.0375,0.54014
0.98079,0.49583
0.92937,0.52101
0.90851,0.55417
0.88304,0.59559
0.87949,0.6637
0.93311,0.77434
0.96954,0.82177
0.90986,0.8263
0.74255,0.80378
0.6524,0.76548
0.65255,0.75167
0.67947,0.76879
0.76609,0.78086
0.81489,0.79385
0.84654,0.85084
1.0032,0.90453
1.0472,0.98229
1.0967,1.1172
1.0358,0.9755
0.99591,0.96733
0.94968,1.0238
0.90628,1.1196
0.86455,1.1335
0.89683,1.036
0.93481,1.0344
0.98215,1.0456
1.0412,1.143
1.0407,1.2367
1.0254,1.3508
1.0626,1.1901
1.0777,1.0948
1.108,1.0576
1.0617,1.089
0.96632,1.066
0.938,1.0357
0.93077,0.99568
0.90392,0.98785
0.88416,1.0183
0.93998,1.0133
1.0603,0.93648
1.2219,0.96489
1.187,0.8604
1.2376,0.83555
1.2616,0.77075
1.2986,0.75969
1.2917,0.80512
1.2905,0.82419
1.2327,0.90825
1.2469,0.88845
1.2785,0.85206
1.3293,0.83239
1.3293,0.80922
1.3188,0.74165
1.3382,0.70418
1.3579,0.69505
1.403,0.75277
1.4875,0.87016
1.3805,0.78587
1.3047,0.78644
1.3158,0.77597
1.3481,0.81559
1.355,0.70045
1.3355,0.61436
1.2987,0.58212
1.2532,0.57335
1.2605,0.63027
1.3056,0.66377
1.2065,0.6272
1.1856,0.65324
1.2151,0.67494
1.2545,0.73057
1.2393,0.71084
1.115,0.72792
1.0818,0.77609
1.1001,0.81369
1.161,0.81021
1.2343,0.86213
1.2557,0.90457
1.2265,0.92403
1.1904,0.84686
1.1996,0.85467
1.1218,0.83753
1.0799,0.85608
1.1014,0.90597
1.1501,0.9985
1.2125,0.92474
1.2511,0.95008
1.2896,0.84715
1.2943,0.82174
1.2761,0.82243
1.3131,0.83555
1.2979,0.82126
1.1999,0.79711
1.1995,0.80342
1.2938,0.86559
1.3183,0.84032
1.3446,0.80163
1.3687,0.79302
1.3129,0.71073
1.3571,0.70349
1.4333,0.78033
1.4553,0.71851
1.5176,0.72561
1.5065,0.69643
1.4296,0.61813
1.385,0.59269
1.3698,0.59682
1.3107,0.61381
1.278,0.64963
1.2873,0.74258
1.309,0.80063
1.329,0.83574
1.3071,0.78852
1.3983,0.81402
1.5488,0.90644
1.5812,0.93604
1.5945,0.95352
1.4585,0.85428
1.3813,0.90399
1.3473,0.91183
1.3396,1.0277
1.3456,1.0374
1.3001,0.88837
1.2703,0.7734
1.3367,0.7346
1.5375,0.82537
1.6698,0.8275
1.4543,0.6975
1.3734,0.70058
1.3278,0.71478
1.2333,0.63553
1.2626,0.72979
1.2012,0.7154
1.2605,0.82411
1.1348,0.75578
1.0652,0.80773
1.0487,0.86485
0.92371,0.77173
0.84488,0.72514
0.83871,0.70777
0.85028,0.70619
0.91277,0.72444
0.99474,0.87704
0.89708,0.96516
0.75047,0.95254
0.60747,0.88226
0.5228,0.88052
0.47507,0.84872
0.47228,0.80854
0.49941,0.82494
0.56746,0.86443
0.70775,0.92684
0.90412,1.0957
0.91402,0.95302
0.89832,0.87661
0.79703,0.81601
0.69926,0.75253
0.61802,0.75513
0.56615,0.81596
0.69539,0.62585
0.83804,0.5196
0.94178,0.55664
1.0397,0.61618
1.0413,0.58562
1.0919,0.60194
1.2155,0.77863
1.1345,0.65397
1.1272,0.64245
1.1329,0.60181
1.1405,0.54182
1.0993,0.55013
1.0761,0.62422
1.1258,0.67569
1.1545,0.67895
1.1719,0.63775
1.1912,0.70678
1.1392,0.67056
1.056,0.56371
1.0372,0.50362
1.1057,0.38617
1.0973,0.37537
1.0549,0.42865
1.0239,0.48182
1.0292,0.49923
1.0649,0.53371
1.0687,0.58626
1.1261,0.6926
1.1282,0.70804
1.1155,0.62967
1.1602,0.62634
1.1376,0.61917
1.0848,0.57676
1.0589,0.5514
1.0891,0.59827
1.0731,0.6046
1.0596,0.57702
1.0868,0.61356
1.1032,0.62779
1.0822,0.71714
1.0711,0.77881
1.0732,0.75045
1.0978,0.79151
1.0608,0.85201
1.074,0.89939
1.1457,0.90517
1.1799,0.83845
1.2284,0.77232
1.3107,0.71721
1.398,0.70699
1.4711,0.70917
1.4715,0.65985
1.4447,0.59991
1.3858,0.55006
1.3548,0.55455
1.3624,0.59997
1.4349,0.70725
1.5099,0.69831
1.5535,0.66189
1.5666,0.64074
1.5654,0.61318
1.565,0.60155
1.5398,0.59733
1.4813,0.54102
1.4481,0.55207
1.4044,0.59128
1.3295,0.64718
1.3392,0.65131
1.3824,0.68448
1.4352,0.70597
1.4918,0.72772
1.5617,0.7935
1.6326,0.85018
1.5365,0.72634
1.4605,0.66386
1.4519,0.68405
1.4176,0.73856
1.4216,0.82965
1.3764,0.84273
1.4108,0.88287
1.4861,0.89704
1.4696,0.8581
1.4509,0.86576
1.4031,0.85161
1.2717,0.75808
1.205,0.74378
1.1619,0.78239
1.1385,0.83349
1.1135,0.80645
1.2341,0.69041
1.2446,0.65021
1.2778,0.64316
1.1792,0.64189
1.1617,0.69596
1.1614,0.71565
1.1858,0.78277
1.1701,0.77754
1.1849,0.79037
1.2009,0.76903
1.3092,0.69357
1.4481,0.69777
1.5033,0.72903
1.5762,0.77495
1.4791,0.7454
1.3976,0.72823
1.3259,0.72994
1.277,0.76799
1.2665,0.81032
1.2757,0.83504
1.3135,0.81166
1.4148,0.81348
1.4691,0.87771
1.4965,0.92905
1.5376,0.93526
1.5136,0.8292
1.5278,0.78073
1.5969,0.82352
1.4551,0.64511
1.3606,0.57998
1.3123,0.59791
1.3304,0.71265
1.3315,0.71117
1.3713,0.71796
1.426,0.73259
1.487,0.70567
1.468,0.62679
1.4273,0.55004
1.3544,0.53632
1.296,0.58512
1.2604,0.6552
1.2548,0.73507
1.2635,0.77086
1.1454,0.80351
0.9511,0.96816
0.98273,0.7767
0.9931,0.80125
0.98155,0.85631
0.88566,0.69698
0.80982,0.59822
0.73661,0.55637
0.65248,0.64575
0.71655,0.6775
0.68133,0.6517
0.53735,0.79538
0.51749,0.91345
0.61274,0.87407
0.68406,0.88059
0.84843,1.0162
0.83486,0.81166
0.86893,0.71402
0.91612,0.63906
1.0822,0.69892
1.1742,0.72084
1.1238,0.74097
1.1001,0.75782
1.1573,0.71231
1.1787,0.68291
1.1769,0.66397
1.1713,0.68069
1.1618,0.66177
1.158,0.64812
1.2298,0.69055
1.2961,0.74612
1.23,0.67016
1.2733,0.71508
1.273,0.63336
1.2964,0.67832
1.3448,0.74823
1.3034,0.67694
1.3547,0.82889
1.2513,0.70587
1.245,0.73031
1.2864,0.8204
1.2229,0.82259
1.2215,0.88035
1.2084,0.87369
1.1387,0.81248
1.0679,0.80619
0.98754,0.74373
